Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,8.08B,6.67B,6.32B,9.95B,9.71B
Net Income Growth,-,-17.44%,-5.19%,57.33%,-2.38%
"Depreciation, Depletion & Amortization",13.67B,14.12B,12.82B,12.05B,11.29B
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(112M),(133M),925M,2.21B,425M
Deferred Taxes,(112M),(133M),925M,2.21B,425M
Investment Tax Credit,-,-,-,-,-
Other Funds,(3.32B),(969M),(889M),(2.98B),(1.61B)
Funds from Operations,18.31B,19.68B,19.17B,21.23B,19.81B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(3.05B),(4.66B),(2.5B),(6.05B),(3.77B)
Receivables,(2.11B),100M,1.4B,3.35B,(9.48B)
Accounts Payable,(537M),(492M),42M,(1.17B),6.14B
Other Assets/Liabilities,(1.46B),(2.15B),(1.98B),(4.1B),(1.04B)
Net Operating Cash Flow,15.26B,15.02B,16.67B,15.19B,16.04B
Net Operating Cash Flow Growth,-,-1.54%,10.98%,-8.89%,5.63%
Net Operating Cash Flow / Sales,10.37%,10.95%,13.61%,11.96%,10.24%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(25.5B),(24B),(20.53B),(22.11B),(21.19B)
Capital Expenditures Growth,-,5.89%,14.43%,-7.69%,4.18%
Capital Expenditures / Sales,-17.34%,-17.49%,-16.76%,-17.41%,-13.52%
Capital Expenditures (Fixed Assets),(25.5B),(24B),(20.53B),(22.11B),(21.19B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,10.86B,13.3B,13.4B,14.39B,14.23B
Purchase/Sale of Investments,2.29B,2.19B,(4.26B),385M,(3.78B)
Purchase of Investments,(2.82B),(4.08B),(16.2B),(8.96B),(11.84B)
Sale/Maturity of Investments,5.11B,6.27B,11.94B,9.35B,8.06B
Other Uses,(25.67B),(24.54B),(30.16B),(33.64B),(34.04B)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(20.76B),(10.9B),(21.83B),(16.36B),(17.88B)
Net Investing Cash Flow Growth,-,47.51%,-100.26%,25.07%,-9.34%
Net Investing Cash Flow / Sales,-14.12%,-7.94%,-17.82%,-12.88%,-11.41%
