Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,455M,596M,588M,878M,732M
Net Income Growth,-,30.99%,-1.34%,49.32%,-16.63%
"Depreciation, Depletion & Amortization",702M,678M,668M,700M,672M
Depreciation and Depletion,498M,491M,488M,520M,507M
Amortization of Intangible Assets,204M,187M,180M,180M,165M
Deferred Taxes & Investment Tax Credit,35M,(45M),17M,35M,(2M)
Deferred Taxes,35M,(45M),17M,35M,(2M)
Investment Tax Credit,-,-,-,-,-
Other Funds,284M,83M,265M,27M,(177M)
Funds from Operations,1.48B,1.31B,1.54B,1.64B,1.23B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,90M,236M,(106M),120M,(924M)
Receivables,(17M),49M,(135M),(863M),(305M)
Accounts Payable,592M,72M,66M,1.31B,(83M)
Other Assets/Liabilities,(160M),161M,(57M),136M,23M
Net Operating Cash Flow,1.57B,1.55B,1.43B,1.76B,301M
Net Operating Cash Flow Growth,-,-1.15%,-7.49%,22.91%,-82.90%
Net Operating Cash Flow / Sales,13.46%,13.51%,12.18%,12.63%,1.97%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(816M),(598M),(1.11B),(1.73B),(1.65B)
Capital Expenditures Growth,-,26.72%,-86.12%,-55.08%,4.35%
Capital Expenditures / Sales,-7.01%,-5.22%,-9.47%,-12.39%,-10.80%
Capital Expenditures (Fixed Assets),(816M),(598M),(1.11B),(1.73B),(1.65B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(86M),-,-
Sale of Fixed Assets & Businesses,539M,160M,-,112M,759M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,(25M),-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(206M),(422M),(1.18B),(1.64B),(786M)
Net Investing Cash Flow Growth,-,-104.85%,-179.86%,-38.78%,52.04%
Net Investing Cash Flow / Sales,-1.77%,-3.68%,-10.04%,-11.76%,-5.14%
