Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,566.9M,345M,257.8M,252.7M,471M
Net Income Growth,-,-39.14%,-25.28%,-1.98%,86.39%
"Depreciation, Depletion & Amortization",210.5M,210.3M,212.4M,282.3M,258M
Depreciation and Depletion,193.5M,175.6M,171.8M,202.8M,183.2M
Amortization of Intangible Assets,17M,34.7M,40.6M,79.5M,74.8M
Deferred Taxes & Investment Tax Credit,42.6M,2.9M,(52.3M),71.7M,(222.5M)
Deferred Taxes,42.6M,2.9M,(52.3M),71.7M,(222.5M)
Investment Tax Credit,-,-,-,-,-
Other Funds,226.7M,263M,284.6M,282.1M,165.7M
Funds from Operations,1.05B,821.2M,702.5M,888.8M,672.2M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(185.6M),(292.3M),(90.5M),(199.1M),(574.6M)
Receivables,96.3M,(118.1M),(76.1M),(31.8M),(232M)
Accounts Payable,3.5M,6.4M,56M,200K,67.4M
Other Assets/Liabilities,(46.2M),(99.8M),(56.3M),(181.3M),(406.4M)
Net Operating Cash Flow,861.1M,528.9M,612M,689.7M,97.6M
Net Operating Cash Flow Growth,-,-38.58%,15.71%,12.70%,-85.85%
Net Operating Cash Flow / Sales,18.53%,11.90%,13.77%,14.56%,1.84%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(147.4M),(109.6M),(100.4M),(100M),(105.1M)
Capital Expenditures Growth,-,25.64%,8.39%,0.40%,-5.10%
Capital Expenditures / Sales,-3.17%,-2.47%,-2.26%,-2.11%,-1.98%
Capital Expenditures (Fixed Assets),(147.4M),(109.6M),(100.4M),(100M),(105.1M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(59.1M),(278.2M),(484M),(192.7M),(14.6M)
Sale of Fixed Assets & Businesses,-,-,-,-,89.1M
Purchase/Sale of Investments,771.3M,(140.4M),250.7M,305.8M,435.6M
Purchase of Investments,(1.25B),(3.32B),(984.4M),(659.9M),(120.6M)
Sale/Maturity of Investments,2.02B,3.18B,1.24B,965.7M,556.2M
Other Uses,-,-,(5.2M),-,-
Other Sources,-,-,4.8M,-,-
Net Investing Cash Flow,564.8M,(528.2M),(288.9M),13.8M,407.5M
Net Investing Cash Flow Growth,-,-193.52%,45.30%,104.78%,"2,852.90%"
Net Investing Cash Flow / Sales,12.15%,-11.88%,-6.50%,0.29%,7.69%
