Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.8B,2.06B,2.46B,4.2B,4.17B
Net Income Growth,-,14.60%,19.54%,70.88%,-0.79%
"Depreciation, Depletion & Amortization",805M,776M,912M,1.19B,1.27B
Depreciation and Depletion,649M,627M,701M,738M,822M
Amortization of Intangible Assets,156M,149M,211M,451M,443M
Deferred Taxes & Investment Tax Credit,(1.3B),(171M),(269M),165M,(482M)
Deferred Taxes,(1.3B),(171M),(269M),165M,(482M)
Investment Tax Credit,-,-,-,-,-
Other Funds,1.81B,2.2B,2.04B,1.25B,2.49B
Funds from Operations,3.11B,4.86B,5.15B,6.81B,7.44B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(581M),622M,(585M),(952M),(1.1B)
Receivables,(2.11B),302M,(1.2B),(1.22B),(1.4B)
Accounts Payable,62M,26M,4M,(4M),(31M)
Other Assets/Liabilities,1.45B,338M,655M,502M,256M
Net Operating Cash Flow,2.53B,5.48B,4.56B,5.85B,6.34B
Net Operating Cash Flow Growth,-,116.63%,-16.82%,28.35%,8.30%
Net Operating Cash Flow / Sales,19.35%,35.42%,26.01%,27.31%,24.80%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(667M),(823M),(704M),(866M),(908M)
Capital Expenditures Growth,-,-23.39%,14.46%,-23.01%,-4.85%
Capital Expenditures / Sales,-5.10%,-5.32%,-4.02%,-4.04%,-3.55%
Capital Expenditures (Fixed Assets),(667M),(823M),(704M),(866M),(908M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(323M),(2.12B),(70M),(3.61B),(2.76B)
Sale of Fixed Assets & Businesses,-,3M,17M,120M,5M
Purchase/Sale of Investments,(968M),(483M),(3B),(10.61B),(418M)
Purchase of Investments,(19.42B),(22.38B),(27.88B),(41.51B),(40.12B)
Sale/Maturity of Investments,18.45B,21.9B,24.88B,30.91B,39.7B
Other Uses,(3.4B),-,(1.97B),(1.55B),(1.59B)
Other Sources,4.29B,1.57B,2.51B,10.6B,3.57B
Net Investing Cash Flow,(5.36B),840M,(5.73B),(16.22B),(5.49B)
Net Investing Cash Flow Growth,-,115.68%,-782.50%,-182.89%,66.18%
Net Investing Cash Flow / Sales,-40.97%,5.43%,-32.70%,-75.66%,-21.46%
