Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,118.5M,283.3M,514.5M,390.6M,492.8M
Net Income Growth,-,139.07%,81.61%,-24.08%,26.16%
"Depreciation, Depletion & Amortization",183.4M,215.2M,207.2M,197.5M,179.9M
Depreciation and Depletion,34.6M,35.6M,39.4M,39.7M,41.3M
Amortization of Intangible Assets,148.8M,179.6M,167.8M,157.8M,138.6M
Deferred Taxes & Investment Tax Credit,-,-,(220.2M),(52.9M),(26.9M)
Deferred Taxes,-,-,(220.2M),(52.9M),(26.9M)
Investment Tax Credit,-,-,-,-,-
Other Funds,52.1M,93.5M,72.7M,113.2M,97.9M
Funds from Operations,354M,592M,574.2M,648.4M,743.7M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,75.7M,(105.3M),10.8M,23.6M,6.8M
Receivables,(42.7M),(51M),(96M),(14M),(9M)
Accounts Payable,25.7M,(2M),14.5M,(15.7M),60.3M
Other Assets/Liabilities,96M,(25.9M),160M,23.4M,(25.7M)
Net Operating Cash Flow,429.7M,486.7M,585M,672M,750.5M
Net Operating Cash Flow Growth,-,13.27%,20.20%,14.87%,11.68%
Net Operating Cash Flow / Sales,16.24%,15.66%,17.92%,21.35%,20.51%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(43.7M),(67.6M),(69M),(56.8M),(46.1M)
Capital Expenditures Growth,-,-54.69%,-2.07%,17.68%,18.84%
Capital Expenditures / Sales,-1.65%,-2.17%,-2.11%,-1.80%,-1.26%
Capital Expenditures (Fixed Assets),(43.7M),(67.6M),(69M),(56.8M),(46.1M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(280.2M),(1.76B),(220.8M),(201.9M),(236.1M)
Sale of Fixed Assets & Businesses,-,-,-,-,88.1M
Purchase/Sale of Investments,(68.2M),179M,-,-,-
Purchase of Investments,(288M),(24M),-,-,-
Sale/Maturity of Investments,219.8M,203M,-,-,-
Other Uses,-,-,-,-,(9.4M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(371.2M),(1.65B),(275.3M),(231.8M),(203.5M)
Net Investing Cash Flow Growth,-,-344.40%,83.31%,15.80%,12.21%
Net Investing Cash Flow / Sales,-14.03%,-53.07%,-8.43%,-7.36%,-5.56%
