Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,825.7M,535.5M,695.8M,1.02B,1.34B
Net Income Growth,-,-35.15%,29.93%,47.05%,31.38%
"Depreciation, Depletion & Amortization",168.9M,164.6M,152.2M,172.7M,189.8M
Depreciation and Depletion,138.7M,136.4M,126.2M,122.5M,123.9M
Amortization of Intangible Assets,30.2M,28.2M,26M,50.2M,65.9M
Deferred Taxes & Investment Tax Credit,33.8M,170.5M,(29M),(65.7M),(184.1M)
Deferred Taxes,33.8M,170.5M,(29M),(65.7M),(184.1M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(101.1M),14.7M,417.5M,(52.8M),(253.9M)
Funds from Operations,927.3M,885.3M,1.24B,1.08B,1.1B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,106.7M,414.7M,(54.5M),43.1M,164.9M
Receivables,(53M),(91.7M),(10.4M),(9M),(138.1M)
Accounts Payable,81.1M,67.2M,14.5M,(5M),184.8M
Other Assets/Liabilities,6.5M,27.5M,10.3M,83.1M,89.2M
Net Operating Cash Flow,1.03B,1.3B,1.18B,1.12B,1.26B
Net Operating Cash Flow Growth,-,25.73%,-9.08%,-5.20%,12.54%
Net Operating Cash Flow / Sales,16.38%,19.51%,17.66%,17.70%,18.03%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(141.7M),(125.5M),(132.8M),(113.9M),(120.3M)
Capital Expenditures Growth,-,11.43%,-5.82%,14.23%,-5.62%
Capital Expenditures / Sales,-2.25%,-1.88%,-1.98%,-1.80%,-1.72%
Capital Expenditures (Fixed Assets),(141.7M),(125.5M),(132.8M),(113.9M),(120.3M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.1M),(9.9M),(20.7M),(550.9M),(2.49B)
Sale of Fixed Assets & Businesses,95.1M,500K,4.5M,14.9M,400K
Purchase/Sale of Investments,(469M),(35.5M),374M,33.2M,(13M)
Purchase of Investments,(1.44B),(1.3B),(5.1M),(10.7M),(13.6M)
Sale/Maturity of Investments,975.2M,1.26B,379.1M,43.9M,600K
Other Uses,-,-,-,(1.3M),(5.2M)
Other Sources,-,1.8M,-,800K,-
Net Investing Cash Flow,(516.7M),(170.4M),225M,(618M),(2.63B)
Net Investing Cash Flow Growth,-,67.02%,232.04%,-374.67%,-325.02%
Net Investing Cash Flow / Sales,-8.19%,-2.56%,3.36%,-9.76%,-37.55%
