Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.68B,2.2B,2.39B,1.3B,1.85B
Net Income Growth,-,31.04%,8.78%,-45.63%,42.64%
"Depreciation, Depletion & Amortization",1.11B,1.05B,927.6M,901.5M,867.8M
Depreciation and Depletion,1.11B,1.05B,927.6M,901.5M,867.8M
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(173.9M),17.5M,70.8M,(500K),(212.9M)
Deferred Taxes,(173.9M),17.5M,70.8M,(500K),(212.9M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(4.7M),(37.3M),156M,11.8M,31.2M
Funds from Operations,2.6B,3.23B,3.54B,2.21B,2.54B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,111.7M,(237.1M),(682M),776M,(351.5M)
Receivables,(407.3M),(781.3M),(592.5M),993M,(322.1M)
Accounts Payable,333.6M,528.9M,(27.6M),(53.6M),693.4M
Other Assets/Liabilities,335.3M,348M,(86.5M),(115.2M),(112.5M)
Net Operating Cash Flow,2.72B,2.99B,2.86B,2.99B,2.19B
Net Operating Cash Flow Growth,-,10.18%,-4.41%,4.44%,-26.80%
Net Operating Cash Flow / Sales,13.95%,12.73%,11.16%,15.95%,9.29%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.85B),(1.95B),(1.97B),(1.64B),(1.63B)
Capital Expenditures Growth,-,-5.72%,-0.95%,16.87%,0.34%
Capital Expenditures / Sales,-9.49%,-8.31%,-7.69%,-8.75%,-6.94%
Capital Expenditures (Fixed Assets),(1.85B),(1.95B),(1.97B),(1.64B),(1.63B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,470.7M,653.7M,638.1M,601.9M,904.1M
Purchase/Sale of Investments,(190.8M),315.6M,(135.1M),(244.6M),(176.1M)
Purchase of Investments,(970.3M),(615.9M),(850.6M),(842.4M),(903.1M)
Sale/Maturity of Investments,779.5M,931.5M,715.5M,597.8M,727M
Other Uses,(3.12B),(3.86B),(4.13B),(3.92B),(4.57B)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.96B),(1.93B),(2.21B),(1.88B),(1.36B)
Net Investing Cash Flow Growth,-,1.73%,-14.33%,15.02%,27.35%
Net Investing Cash Flow / Sales,-10.09%,-8.22%,-8.62%,-10.02%,-5.79%
