Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,77.49M,95.89M,349.25M,493.51M,(694.29M)
Net Income Growth,-,23.75%,264.20%,41.31%,-240.68%
"Depreciation, Depletion & Amortization",26.74M,48.03M,58.19M,74.27M,96.7M
Depreciation and Depletion,22.44M,38.43M,42.99M,45.87M,55.4M
Amortization of Intangible Assets,4.3M,9.6M,15.2M,28.4M,41.3M
Deferred Taxes & Investment Tax Credit,(22.41M),(15.25M),2.2M,(88.95M),(55.3M)
Deferred Taxes,(22.41M),(15.25M),2.2M,(88.95M),(55.3M)
Investment Tax Credit,-,-,-,-,-
Other Funds,57.76M,68.25M,145.12M,148.85M,1.3B
Funds from Operations,139.58M,196.93M,554.76M,627.67M,643.15M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,59.35M,9.99M,124.2M,23.88M,40.47M
Receivables,40.65M,(35.83M),(112.68M),(103.2M),(34.63M)
Accounts Payable,(10.07M),22.22M,104.69M,69.77M,21.1M
Other Assets/Liabilities,5.69M,(13.81M),(14.45M),(27.48M),47.55M
Net Operating Cash Flow,198.93M,206.92M,678.96M,651.55M,683.61M
Net Operating Cash Flow Growth,-,4.02%,228.12%,-4.04%,4.92%
Net Operating Cash Flow / Sales,32.95%,25.28%,39.35%,27.97%,26.64%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(56.05M),(17.24M),(7.99M),(30.11M),(37.2M)
Capital Expenditures Growth,-,69.24%,53.66%,-276.81%,-23.56%
Capital Expenditures / Sales,-9.28%,-2.11%,-0.46%,-1.29%,-1.45%
Capital Expenditures (Fixed Assets),(56.05M),(15.28M),(7.11M),(28.17M),(30.74M)
Capital Expenditures (Other Assets),-,(1.96M),(880K),(1.94M),(6.46M)
Net Assets from Acquisitions,-,(270.41M),-,(1.7B),-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(229.34M),(200.72M),(3.39M),172.11M,7.18M
Purchase of Investments,(514.29M),(661.82M),(499.24M),(418.52M),(270.35M)
Sale/Maturity of Investments,284.94M,461.1M,495.85M,590.63M,277.52M
Other Uses,-,-,-,-,-
Other Sources,-,8.27M,-,2.05M,-
Net Investing Cash Flow,(285.39M),(488.37M),(11.38M),(1.56B),(30.02M)
Net Investing Cash Flow Growth,-,-71.12%,97.67%,"-13,591.62%",98.07%
Net Investing Cash Flow / Sales,-47.27%,-59.68%,-0.66%,-66.89%,-1.17%
