Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.78B,3.03B,1.99B,2.07B,3.06B
Net Income Growth,-,70.25%,-34.16%,3.91%,47.75%
"Depreciation, Depletion & Amortization",749M,943M,1.1B,1.19B,1.2B
Depreciation and Depletion,642M,723M,819M,900M,934M
Amortization of Intangible Assets,107M,220M,279M,292M,261M
Deferred Taxes & Investment Tax Credit,(39M),(865M),77M,18M,(125M)
Deferred Taxes,(39M),(865M),77M,18M,(125M)
Investment Tax Credit,-,-,-,-,-
Other Funds,261M,144M,134M,13M,(671M)
Funds from Operations,2.75B,3.25B,3.3B,3.29B,3.46B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(150M),(286M),(789M),580M,381M
Receivables,(55M),(2M),(226M),191M,(508M)
Accounts Payable,61M,(44M),(55M),(64M),351M
Other Assets/Liabilities,74M,(30M),(398M),408M,1.11B
Net Operating Cash Flow,2.6B,2.96B,2.51B,3.87B,3.84B
Net Operating Cash Flow Growth,-,14.01%,-15.19%,54.16%,-0.88%
Net Operating Cash Flow / Sales,6.81%,7.40%,5.92%,8.97%,8.16%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.07B),(1.2B),(1.26B),(1.2B),(1.21B)
Capital Expenditures Growth,-,-12.25%,-4.92%,4.77%,-0.83%
Capital Expenditures / Sales,-2.80%,-3.00%,-2.97%,-2.78%,-2.57%
Capital Expenditures (Fixed Assets),(1.07B),(1.2B),(1.26B),(1.2B),(1.21B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(3.08B),(1.47B),(2.46B),-,-
Sale of Fixed Assets & Businesses,-,797M,170M,29M,1.19B
Purchase/Sale of Investments,(18M),(5M),(1M),(201M),(46M)
Purchase of Investments,(79M),(42M),(64M),(288M),(116M)
Sale/Maturity of Investments,61M,37M,63M,87M,70M
Other Uses,-,(24M),-,(52M),-
Other Sources,15M,-,-,-,-
Net Investing Cash Flow,(4.16B),(1.91B),(3.46B),(1.42B),58M
Net Investing Cash Flow Growth,-,54.23%,-81.74%,58.92%,104.08%
Net Investing Cash Flow / Sales,-10.92%,-4.76%,-8.16%,-3.30%,0.12%
