Item,2018,2019,2020,2021,2022
Funds from Operations,11.49B,12.9B,15.55B,26.36B,18.1B
Funds from Operations Growth,-,12.29%,20.51%,69.57%,-31.33%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,32.32B,81.11B,2.31B,(35.12B),(57.83B)
Net Operating Cash Flow,43.8B,94.01B,17.86B,(8.76B),(39.73B)
Net Operating Cash Flow Growth,-,114.62%,-81.00%,-149.03%,-353.81%
Net Operating Cash Flow / Interest Income,222.58%,432.46%,130.45%,-72.24%,-136.89%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(7.98B),(8.44B),(6.31B),(4.67B),(3.75B)
Capital Expenditures (Fixed Assets),(7.98B),(8.44B),(6.31B),(4.67B),(3.75B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(162M),(803M),(231M),-,(2.12B)
Sale of Fixed Assets & Businesses,3.71B,6.63B,2.97B,3.93B,2.71B
Purchase/Sale of Investments,(26.76B),(80.64B),(53.02B),21.02B,(2.3B)
Purchase of Investments,(27.17B),(98.46B),(82.08B),(39.91B),(60.54B)
Sale/Maturity of Investments,411M,17.81B,29.06B,60.93B,58.24B
Increase in Loans,(14.87B),(11.12B),(11.17B),(41.08B),(25.23B)
Decrease in Loans,-,-,1.82B,-,3.16B
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(46.06B),(94.38B),(65.94B),(20.79B),(27.52B)
Net Investing Cash Flow Growth,-,-104.91%,30.13%,68.47%,-32.38%
Net Investing Cash Flow / Interest Income,-234.05%,-434.15%,-481.71%,-171.53%,-94.82%
