Item,2017,2018,2019,2020,2021
Funds from Operations,6.66B,1.82B,5.48B,7.47B,550M
Funds from Operations Growth,-,-72.71%,201.65%,36.25%,-92.64%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.48B),798M,(27M),(1.09B),345M
Net Operating Cash Flow,5.18B,2.62B,5.46B,6.38B,895M
Net Operating Cash Flow Growth,-,-49.53%,108.60%,16.99%,-85.98%
Net Operating Cash Flow / Interest Income,178.23%,71.44%,138.47%,247.92%,46.91%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(870M),(935M),(1.38B),(2B),(1.03B)
Capital Expenditures (Fixed Assets),(637M),(609M),(730M),(560M),(811M)
Capital Expenditures (Other Assets),(233M),(326M),(647M),(1.44B),(216M)
Net Assets from Acquisitions,-,(2.6B),(54M),-,(346M)
Sale of Fixed Assets & Businesses,-,-,-,-,13M
Purchase/Sale of Investments,550M,7.47B,(5.53B),(15.16B),(6.99B)
Purchase of Investments,(44.97B),(39.79B),(45.16B),(82.72B),(62.33B)
Sale/Maturity of Investments,45.52B,47.26B,39.63B,67.55B,55.34B
Increase in Loans,(3.51B),(8.27B),(519M),(49.93B),(4.78B)
Decrease in Loans,3.71B,-,4.08B,324M,10.77B
Other Uses,-,-,-,-,-
Other Sources,102M,76M,720M,1.34B,241M
Net Investing Cash Flow,(21M),(4.26B),(2.68B),(65.44B),(2.12B)
Net Investing Cash Flow Growth,-,"-20,200.00%",37.13%,"-2,341.60%",96.77%
Net Investing Cash Flow / Interest Income,-0.72%,-116.41%,-68.00%,"-2,541.17%",-110.85%
