Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,572.2M,696.2M,711.2M,646.4M,841.4M
Net Income Growth,-,21.67%,2.15%,-9.11%,30.17%
"Depreciation, Depletion & Amortization",93.2M,94.1M,92.4M,96.7M,104.8M
Depreciation and Depletion,65.6M,68.8M,70.1M,73.3M,75.6M
Amortization of Intangible Assets,27.6M,25.3M,22.3M,23.4M,29.2M
Deferred Taxes & Investment Tax Credit,12.3M,13.7M,34.2M,(8.2M),8.4M
Deferred Taxes,12.3M,13.7M,34.2M,(8.2M),8.4M
Investment Tax Credit,-,-,-,-,-
Other Funds,110.1M,105.8M,92.9M,99.6M,91.5M
Funds from Operations,787.8M,909.8M,930.7M,834.5M,1.05B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(179.3M),(145.3M),(256.1M),174.1M,(79.5M)
Receivables,(97.3M),(78.6M),(36.6M),18M,(64.5M)
Accounts Payable,(2.2M),27.5M,(2.6M),17.8M,56.8M
Other Assets/Liabilities,(10M),10.4M,(22.2M),8.5M,(10.7M)
Net Operating Cash Flow,608.5M,764.5M,674.6M,1.01B,966.6M
Net Operating Cash Flow Growth,-,25.64%,-11.76%,49.51%,-4.16%
Net Operating Cash Flow / Sales,15.21%,18.78%,16.58%,25.58%,21.01%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(82M),(90.9M),(99.4M),(65.6M),(70.1M)
Capital Expenditures Growth,-,-10.85%,-9.35%,34.00%,-6.86%
Capital Expenditures / Sales,-2.05%,-2.23%,-2.44%,-1.66%,-1.52%
Capital Expenditures (Fixed Assets),(82M),(90.9M),(99.4M),(65.6M),(70.1M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(82.9M),(3M),(38.6M),(41.5M),(199.7M)
Sale of Fixed Assets & Businesses,1.5M,700K,1.7M,1.8M,2.1M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(892M),(865.6M),(841.9M),(835M),(878.1M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(341.4M),(210.2M),(222.1M),(187.8M),(290.4M)
Net Investing Cash Flow Growth,-,38.43%,-5.66%,15.44%,-54.63%
Net Investing Cash Flow / Sales,-8.53%,-5.16%,-5.46%,-4.76%,-6.31%
