Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,1.32B,1.43B,1.78B,2.21B,1.37B
Net Income Growth,-,8.31%,24.35%,24.59%,-37.94%
"Depreciation, Depletion & Amortization",191.9M,200M,220M,257M,331M
Depreciation and Depletion,90.2M,97M,96M,99M,131M
Amortization of Intangible Assets,101.7M,103M,124M,158M,200M
Deferred Taxes & Investment Tax Credit,(98.9M),(38M),(44M),(218M),48M
Deferred Taxes,(98.9M),(38M),(44M),(218M),48M
Investment Tax Credit,-,-,-,-,-
Other Funds,130.3M,188M,155M,152M,148M
Funds from Operations,1.54B,1.78B,2.11B,2.41B,1.9B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(81.6M),(88M),48M,(389M),(408M)
Receivables,(136.1M),(134M),31M,(257M),34M
Accounts Payable,(134M),77M,247M,80M,(161M)
Other Assets/Liabilities,188.5M,(31M),(230M),(212M),(281M)
Net Operating Cash Flow,1.46B,1.69B,2.16B,2.02B,1.49B
Net Operating Cash Flow Growth,-,15.73%,27.50%,-6.49%,-25.94%
Net Operating Cash Flow / Sales,32.89%,35.02%,40.14%,32.42%,27.30%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(90.4M),(69M),(103M),(139M),(283M)
Capital Expenditures Growth,-,23.67%,-49.28%,-34.95%,-103.60%
Capital Expenditures / Sales,-2.03%,-1.43%,-1.92%,-2.24%,-5.18%
Capital Expenditures (Fixed Assets),(90.4M),(69M),(103M),(139M),(283M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(289.3M),(174M),(920M),(2.18B),(97M)
Sale of Fixed Assets & Businesses,5.7M,226M,-,-,-
Purchase/Sale of Investments,(32.4M),36M,(77M),(290M),(102M)
Purchase of Investments,(193M),(138M),(181M),(437M),(320M)
Sale/Maturity of Investments,160.6M,174M,104M,147M,218M
Other Uses,-,(7M),(2M),(48M),-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(406.4M),24M,(1.1B),(2.62B),(262M)
Net Investing Cash Flow Growth,-,105.91%,"-4,683.33%",-138.09%,90.00%
Net Investing Cash Flow / Sales,-9.15%,0.50%,-20.48%,-42.12%,-4.79%
