Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,447.22M,1.02B,1.02B,1.41B,1.95B
Net Income Growth,-,128.53%,-0.52%,38.37%,38.35%
"Depreciation, Depletion & Amortization",51M,49.43M,54M,66.08M,69.95M
Depreciation and Depletion,37.2M,35.63M,39.8M,46.4M,53.45M
Amortization of Intangible Assets,13.8M,13.8M,14.2M,19.69M,16.5M
Deferred Taxes & Investment Tax Credit,422.31M,362.78M,105.44M,137.6M,59.17M
Deferred Taxes,422.31M,362.78M,105.44M,137.6M,59.17M
Investment Tax Credit,-,-,-,-,-
Other Funds,223.81M,124.12M,61.55M,100.17M,150.94M
Funds from Operations,1.14B,1.56B,1.24B,1.71B,2.23B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(481.26M),(108.61M),(160.14M),101.6M,(1.17B)
Receivables,-,-,-,-,-
Accounts Payable,65.68M,(101.4M),140.98M,201.65M,640.69M
Other Assets/Liabilities,22.09M,43.16M,(63.39M),(103.04M),(542.72M)
Net Operating Cash Flow,663.08M,1.45B,1.08B,1.81B,1.06B
Net Operating Cash Flow Growth,-,118.64%,-25.67%,68.19%,-41.62%
Net Operating Cash Flow / Sales,7.73%,14.23%,10.55%,16.42%,7.60%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(32.05M),(59.04M),(58.12M),(58.35M),(72.78M)
Capital Expenditures Growth,-,-84.20%,1.56%,-0.40%,-24.72%
Capital Expenditures / Sales,-0.37%,-0.58%,-0.57%,-0.53%,-0.52%
Capital Expenditures (Fixed Assets),(32.05M),(59.04M),(58.12M),(58.35M),(72.78M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(163.72M),(83.25M),(10.4M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(23.04M),(1M),(9.52M),(753K),(101.59M)
Purchase of Investments,(23.04M),(1M),(9.52M),(753K),(101.59M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(50.24M),(41.94M),(226.23M),(135.89M),(178.06M)
Net Investing Cash Flow Growth,-,16.52%,-439.39%,39.93%,-31.04%
Net Investing Cash Flow / Sales,-0.59%,-0.41%,-2.22%,-1.23%,-1.28%
