Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.31B,4.13B,(522M),(14.83B),2.32B
Net Income Growth,-,215.10%,-112.64%,"-2,741.19%",115.66%
"Depreciation, Depletion & Amortization",4.05B,4.03B,6.23B,8.14B,8.57B
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(719M),371M,(1.03B),(2.52B),46M
Deferred Taxes,(719M),371M,(1.03B),(2.52B),46M
Investment Tax Credit,-,-,-,-,-
Other Funds,32M,(422M),1.67B,14.44B,920M
Funds from Operations,4.68B,8.11B,6.35B,5.23B,11.86B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,319M,(444M),1.03B,(1.28B),(1.43B)
Receivables,(158M),(740M),401M,2.06B,(2.09B)
Accounts Payable,43M,195M,358M,(3.23B),865M
Other Assets/Liabilities,719M,171M,170M,350M,(119M)
Net Operating Cash Flow,5B,7.67B,7.38B,3.96B,10.43B
Net Operating Cash Flow Growth,-,53.50%,-3.83%,-46.37%,163.82%
Net Operating Cash Flow / Sales,40.10%,49.25%,38.38%,23.08%,40.19%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(3.6B),(4.98B),(6.37B),(2.54B),(2.87B)
Capital Expenditures Growth,-,-38.23%,-27.98%,60.19%,-13.21%
Capital Expenditures / Sales,-28.88%,-31.95%,-33.14%,-14.79%,-11.05%
Capital Expenditures (Fixed Assets),(3.6B),(4.98B),(6.37B),(2.54B),(2.87B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.06B),(928M),(28.09B),(114M),(431M)
Sale of Fixed Assets & Businesses,-,2.82B,6.14B,2.28B,1.62B
Purchase/Sale of Investments,-,-,(291M),109M,406M
Purchase of Investments,-,-,(291M),-,-
Sale/Maturity of Investments,-,-,-,109M,406M
Other Uses,(76M),(182M),(424M),(560M),(79M)
Other Sources,-,9M,257M,-,-
Net Investing Cash Flow,(3.21B),(3.21B),(29.03B),(819M),(1.25B)
Net Investing Cash Flow Growth,-,0.25%,-805.40%,97.18%,-52.99%
Net Investing Cash Flow / Sales,-25.79%,-20.59%,-151.07%,-4.78%,-4.83%
