Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,(11.63M),161.15M,134M,145.45M,397.36M
Net Income Growth,-,"1,485.98%",-16.85%,8.55%,173.20%
"Depreciation, Depletion & Amortization",9.67M,14.12M,18.1M,32.44M,58.78M
Depreciation and Depletion,8.27M,9.39M,13.01M,-,-
Amortization of Intangible Assets,1.4M,4.73M,5.09M,-,-
Deferred Taxes & Investment Tax Credit,123K,(73.38M),(17.12M),(31.24M),3.63M
Deferred Taxes,123K,(73.38M),(17.12M),(31.24M),3.63M
Investment Tax Credit,-,-,-,-,-
Other Funds,16.45M,35.75M,106.01M,190.32M,222.92M
Funds from Operations,14.61M,137.64M,240.99M,336.97M,682.69M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,1.52M,1.43M,(24.65M),15.06M,62.13M
Receivables,(13.52M),(68.75M),(34.32M),(151.16M),(107.56M)
Accounts Payable,23.08M,22.2M,35.7M,117.18M,133.42M
Other Assets/Liabilities,(17.78M),63.76M,(16.32M),78.3M,111.54M
Net Operating Cash Flow,16.13M,139.07M,216.33M,352.03M,744.82M
Net Operating Cash Flow Growth,-,762.06%,55.56%,62.72%,111.58%
Net Operating Cash Flow / Sales,5.10%,22.27%,27.93%,25.47%,31.95%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(4.15M),(14.79M),(20.56M),(52.51M),(46.44M)
Capital Expenditures Growth,-,-256.25%,-39.02%,-155.41%,11.55%
Capital Expenditures / Sales,-1.31%,-2.37%,-2.65%,-3.80%,-1.99%
Capital Expenditures (Fixed Assets),(4.15M),(14.79M),(20.56M),(52.26M),(46.44M)
Capital Expenditures (Other Assets),-,-,-,(250K),-
Net Assets from Acquisitions,(15M),-,-,(235.65M),(62.16M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,-,(5.01M),(931.39M),(263.3M)
Purchase of Investments,-,-,(5.01M),(992.96M),(923.43M)
Sale/Maturity of Investments,-,-,-,61.57M,660.13M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(19.15M),(14.79M),(25.57M),(1.22B),(371.91M)
Net Investing Cash Flow Growth,-,22.78%,-72.90%,"-4,669.82%",69.50%
Net Investing Cash Flow / Sales,-6.06%,-2.37%,-3.30%,-88.24%,-15.96%
