Item,2018,2019,2020,2021,2022
Funds from Operations,2.38B,2.7B,2.65B,2.56B,3.11B
Funds from Operations Growth,-,13.27%,-1.77%,-3.32%,21.49%
Changes in Working Capital,61M,(22.7M),67.8M,(157.4M),(53.9M)
Receivables,(65.5M),60.8M,28.2M,(45.7M),(51.1M)
Inventories,-,-,-,-,-
Accounts Payable,32.3M,(54.1M),7.4M,(18.6M),72.5M
Other Assets/Liabilities,(101.2M),(800K),27.5M,27.4M,72.5M
Net Operating Cash Flow,2.44B,2.67B,2.72B,2.4B,3.06B
Net Operating Cash Flow Growth,-,9.51%,1.60%,-11.53%,27.21%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(116.7M),(245.6M),(197.5M),(127.2M),(89.7M)
Capital Expenditures Growth,-,-110.45%,19.58%,35.59%,29.48%
Capital Expenditures (Fixed Assets),(116.7M),(245.6M),(197.5M),(127.2M),(89.7M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.8B),-,(5.5M),(4.5M),(3.1M)
Sale of Fixed Assets & Businesses,20.7M,89.6M,26.3M,140.7M,11.1M
Purchase/Sale of Investments,1.8M,3.4M,1.2M,49.4M,(408.1M)
Purchase of Investments,(10M),(15.4M),(11.1M),(60.7M),(414.4M)
Sale/Maturity of Investments,11.8M,18.8M,12.3M,110.1M,6.3M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.89B),(152.6M),(175.5M),58.4M,(489.8M)
