Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,150.7M,206.9M,241.7M,346.2M,661.8M
Net Income Growth,-,37.29%,16.82%,43.24%,91.16%
"Depreciation, Depletion & Amortization",96.7M,104.4M,103.4M,109.1M,122.3M
Depreciation and Depletion,94.3M,101.7M,100M,104.7M,116.9M
Amortization of Intangible Assets,2.4M,2.7M,3.4M,4.4M,5.4M
Deferred Taxes & Investment Tax Credit,41.7M,900K,15.3M,(5.8M),(42.9M)
Deferred Taxes,41.7M,900K,15.3M,(5.8M),(42.9M)
Investment Tax Credit,-,-,-,-,-
Other Funds,15.6M,4.7M,21.2M,33.3M,36.6M
Funds from Operations,304.7M,316.9M,381.6M,482.8M,777.8M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(41.4M),(28.3M),(14.4M),(10.3M),(193.8M)
Receivables,(39.7M),(43.8M),(33.3M),(46.6M),(123.5M)
Accounts Payable,12.6M,400K,25.3M,36.6M,16.8M
Other Assets/Liabilities,(10.7M),22.1M,12.2M,73.4M,(600K)
Net Operating Cash Flow,263.3M,288.6M,367.2M,472.5M,584M
Net Operating Cash Flow Growth,-,9.61%,27.23%,28.68%,23.60%
Net Operating Cash Flow / Sales,16.45%,16.80%,19.92%,22.01%,20.63%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(130.8M),(104.7M),(126.4M),(174.4M),(253.4M)
Capital Expenditures Growth,-,19.95%,-20.73%,-37.97%,-45.30%
Capital Expenditures / Sales,-8.17%,-6.09%,-6.86%,-8.12%,-8.95%
Capital Expenditures (Fixed Assets),(130.8M),(104.7M),(126.4M),(174.4M),(253.4M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(18.9M),-,(2.2M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,-,(85.1M),-,-
Purchase of Investments,-,-,(85.1M),-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(6M),-,-,(5.1M),-
Other Sources,4.4M,4.9M,-,-,-
Net Investing Cash Flow,(133.6M),(100.8M),(228M),(179.5M),(253.1M)
Net Investing Cash Flow Growth,-,24.55%,-126.19%,21.27%,-41.00%
Net Investing Cash Flow / Sales,-8.35%,-5.87%,-12.37%,-8.36%,-8.94%
