Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,1.88B,2.29B,2.47B,2.6B,2.95B
Net Income Growth,-,21.64%,7.58%,5.35%,13.48%
"Depreciation, Depletion & Amortization",377.6M,409M,480M,510.7M,515.1M
Depreciation and Depletion,173.1M,180.6M,192.8M,183.3M,171M
Amortization of Intangible Assets,204.5M,228.4M,287.2M,327.4M,344.1M
Deferred Taxes & Investment Tax Credit,(152M),9.3M,26M,(251.1M),36.6M
Deferred Taxes,(152M),9.3M,26M,(251.1M),36.6M
Investment Tax Credit,-,-,-,-,-
Other Funds,1.45B,1.18B,1.17B,1.17B,1.24B
Funds from Operations,3.56B,3.89B,4.15B,4.03B,4.74B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.04B),(1.21B),(1.12B),(937.4M),(1.64B)
Receivables,(291.8M),(473.9M),(113.8M),(339.8M),(486.5M)
Accounts Payable,(1.9M),(10.7M),(18.3M),36.9M,(16.4M)
Other Assets/Liabilities,(858.3M),(987.2M),(910.4M),(1.03B),(1.26B)
Net Operating Cash Flow,2.52B,2.69B,3.03B,3.09B,3.1B
Net Operating Cash Flow Growth,-,6.88%,12.57%,2.22%,0.20%
Net Operating Cash Flow / Sales,18.87%,18.96%,20.74%,20.61%,18.79%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(470.8M),(566.5M),(616.4M),(505.9M),(553.4M)
Capital Expenditures Growth,-,-20.33%,-8.81%,17.93%,-9.39%
Capital Expenditures / Sales,-3.53%,-4.00%,-4.22%,-3.37%,-3.35%
Capital Expenditures (Fixed Assets),(206.1M),(162M),(172.7M),(178.6M),(174.4M)
Capital Expenditures (Other Assets),(264.7M),(404.5M),(443.7M),(327.3M),(379M)
Net Assets from Acquisitions,(612.4M),(125.5M),-,-,(11.7M)
Sale of Fixed Assets & Businesses,400K,7.9M,29.4M,18.8M,34.2M
Purchase/Sale of Investments,(1.42B),(1.51B),3.74B,(3.03B),(6.48B)
Purchase of Investments,(4.88B),(4.42B),(3.91B),(9.27B),(10.73B)
Sale/Maturity of Investments,3.46B,2.91B,7.65B,6.24B,4.25B
Other Uses,-,-,-,-,-
Other Sources,340.4M,1.7B,50M,8.34B,17.06B
Net Investing Cash Flow,(2.5B),(2.2B),3.16B,(3.52B),(7.01B)
Net Investing Cash Flow Growth,-,12.25%,243.62%,-211.36%,-99.56%
Net Investing Cash Flow / Sales,-18.79%,-15.50%,21.63%,-23.42%,-42.52%
