Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,255.4M,355.9M,570.6M,349.4M,1.29B
Net Income Growth,-,39.35%,60.33%,-38.77%,267.92%
"Depreciation, Depletion & Amortization",615.9M,876.4M,1.22B,1.15B,1.14B
Depreciation and Depletion,123.7M,180.6M,168.9M,160.6M,209.1M
Amortization of Intangible Assets,492.2M,695.8M,1.05B,992.7M,934.4M
Deferred Taxes & Investment Tax Credit,51.2M,(62.2M),(490.3M),(138.9M),7.9M
Deferred Taxes,51.2M,(62.2M),(490.3M),(138.9M),7.9M
Investment Tax Credit,-,-,-,-,-
Other Funds,232.6M,320M,314.6M,579.7M,371.6M
Funds from Operations,1.16B,1.49B,1.61B,1.94B,2.81B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,264.5M,184.7M,(66.7M),(27M),34.2M
Receivables,(85.3M),238.8M,(53.3M),(63.7M),(74.9M)
Accounts Payable,(13.9M),(180.7M),11.4M,17.6M,192.7M
Other Assets/Liabilities,55M,(24.2M),(13.1M),(16.7M),79.4M
Net Operating Cash Flow,1.42B,1.67B,1.54B,1.92B,2.84B
Net Operating Cash Flow Growth,-,17.98%,-7.82%,24.14%,48.33%
Net Operating Cash Flow / Sales,35.66%,31.31%,29.27%,35.24%,41.68%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(213.9M),(247.5M),(139.1M),(181.6M),(491.8M)
Capital Expenditures Growth,-,-15.71%,43.80%,-30.55%,-170.81%
Capital Expenditures / Sales,-5.37%,-4.63%,-2.64%,-3.34%,-7.21%
Capital Expenditures (Fixed Assets),(206.8M),(228.9M),(67.6M),(92.6M),(370.1M)
Capital Expenditures (Other Assets),(7.1M),(18.6M),(71.5M),(89M),(121.7M)
Net Assets from Acquisitions,-,(7.85B),-,-,-
Sale of Fixed Assets & Businesses,10.3M,200K,3.2M,8.3M,14.1M
Purchase/Sale of Investments,(808.1M),1.29B,2.7M,-,-
Purchase of Investments,(1.59B),(167.7M),(2M),-,-
Sale/Maturity of Investments,786.7M,1.45B,4.7M,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.01B),(6.81B),(133.2M),(173.3M),(477.7M)
Net Investing Cash Flow Growth,-,-573.22%,98.04%,-30.11%,-175.65%
Net Investing Cash Flow / Sales,-25.41%,-127.32%,-2.53%,-3.19%,-7.00%
