Item,2017,2018,2019,2020,2021
Funds from Operations,6.14B,6.66B,7.92B,4.57B,6.92B
Funds from Operations Growth,-,8.54%,18.91%,-42.31%,51.35%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,403M,435M,(997M),(497M),105M
Net Operating Cash Flow,6.54B,7.1B,6.93B,4.07B,7.02B
Net Operating Cash Flow Growth,-,8.50%,-2.42%,-41.18%,72.39%
Net Operating Cash Flow / Interest Income,60.50%,56.41%,50.33%,36.03%,63.08%
Item,2017,2018,2019,2020,2021
Capital Expenditures,-,-,-,-,(950M)
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,(950M)
Net Assets from Acquisitions,(2.34B),-,-,-,(10.51B)
Sale of Fixed Assets & Businesses,-,-,75M,14.23B,-
Purchase/Sale of Investments,179M,(14.18B),3.05B,2.1B,(27.79B)
Purchase of Investments,(19.46B),(33.52B),(25.49B),(45.41B),(85.61B)
Sale/Maturity of Investments,19.63B,19.34B,28.54B,47.51B,57.82B
Increase in Loans,(15.36B),(8.03B),(28.63B),(67.49B),37.48B
Decrease in Loans,2B,20.66B,1.66B,1.89B,1.84B
Other Uses,(1.34B),(1.68B),(705M),(1.26B),(2.68B)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(16.86B),(3.23B),(24.55B),(50.54B),(2.6B)
Net Investing Cash Flow Growth,-,80.86%,-660.86%,-105.83%,94.85%
Net Investing Cash Flow / Interest Income,-155.89%,-25.65%,-178.41%,-446.95%,-23.39%
