Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,6.77B,6.14B,4.78B,5.54B,4.97B
Net Income Growth,-,-9.19%,-22.20%,15.97%,-10.39%
"Depreciation, Depletion & Amortization",1.12B,1.09B,1B,1.22B,1.2B
Depreciation and Depletion,721M,673M,644M,674M,657M
Amortization of Intangible Assets,395M,415M,358M,549M,547M
Deferred Taxes & Investment Tax Credit,(586M),179M,(175M),178M,(180M)
Deferred Taxes,(586M),179M,(175M),178M,(180M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(1.15B),(557M),(761M),(1.19B),29M
Funds from Operations,6.15B,6.85B,4.85B,5.75B,6.02B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,286M,44M,1.36B,288M,(745M)
Receivables,(236M),11M,669M,(8M),(739M)
Accounts Payable,733M,118M,15M,744M,(155M)
Other Assets/Liabilities,218M,(430M),191M,(276M),232M
Net Operating Cash Flow,6.43B,6.9B,6.21B,6.04B,5.27B
Net Operating Cash Flow Growth,-,7.20%,-9.99%,-2.74%,-12.65%
Net Operating Cash Flow / Sales,15.39%,18.79%,19.02%,17.56%,14.88%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(828M),(839M),(906M),(895M),(766M)
Capital Expenditures Growth,-,-1.33%,-7.99%,1.21%,14.41%
Capital Expenditures / Sales,-1.98%,-2.29%,-2.78%,-2.60%,-2.16%
Capital Expenditures (Fixed Assets),(828M),(839M),(906M),(895M),(766M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(535M),(50M),(261M),(1.33B),(178M)
Sale of Fixed Assets & Businesses,15M,43M,57M,816M,438M
Purchase/Sale of Investments,1.97B,211M,272M,152M,44M
Purchase of Investments,(4.06B),(4.25B),(3.24B),(2.37B),(1.21B)
Sale/Maturity of Investments,6.03B,4.46B,3.51B,2.53B,1.26B
Other Uses,-,-,(149M),-,-
Other Sources,2.8B,-,-,-,-
Net Investing Cash Flow,1.03B,(533M),(987M),(1.06B),(93M)
Net Investing Cash Flow Growth,-,-151.90%,-85.18%,-7.50%,91.23%
Net Investing Cash Flow / Sales,2.46%,-1.45%,-3.02%,-3.09%,-0.26%
