Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,2.08B,3.03B,1.95B,1.83B,2.17B
Net Income Growth,-,45.30%,-35.47%,-6.40%,18.70%
"Depreciation, Depletion & Amortization",5.38B,5.55B,5.57B,7.57B,3.53B
Depreciation and Depletion,4.75B,4.94B,4.89B,6.89B,2.8B
Amortization of Intangible Assets,627M,6.5B,680M,683M,733M
Deferred Taxes & Investment Tax Credit,(106M),681M,309M,18M,255M
Deferred Taxes,(106M),681M,309M,18M,255M
Investment Tax Credit,-,-,-,-,-
Other Funds,2.31B,575M,1.2B,(843M),578M
Funds from Operations,9.66B,9.84B,9.03B,8.58B,6.54B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.02B),(3.18B),(4.8B),(5.57B),(1.67B)
Receivables,(565M),(243M),697M,(703M),(1.22B)
Accounts Payable,551M,(425M),(129M),440M,1.32B
Other Assets/Liabilities,(1.31B),(2.36B),(5.42B),(5.49B),(1.64B)
Net Operating Cash Flow,8.64B,6.66B,4.24B,3.01B,4.87B
Net Operating Cash Flow Growth,-,-22.96%,-36.40%,-28.88%,61.69%
Net Operating Cash Flow / Sales,23.95%,19.78%,12.65%,16.79%,25.53%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(7.59B),(7.25B),(8.05B),(7.98B),(7.15B)
Capital Expenditures Growth,-,4.56%,-11.04%,0.83%,10.45%
Capital Expenditures / Sales,-21.04%,-21.52%,-24.04%,-44.49%,-37.46%
Capital Expenditures (Fixed Assets),(7.59B),(7.25B),(8.05B),(7.98B),(7.15B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(154M),(41M),-,-,-
Sale of Fixed Assets & Businesses,91M,53M,46M,877M,16M
Purchase/Sale of Investments,(235M),(36M),(123M),(141M),(28M)
Purchase of Investments,(9B),(10.09B),(3.46B),(6.67B),(516M)
Sale/Maturity of Investments,8.76B,10.05B,3.34B,6.53B,488M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(7.83B),(7.26B),(4.34B),(3.32B),(6.99B)
Net Investing Cash Flow Growth,-,7.33%,40.28%,23.50%,-110.73%
Net Investing Cash Flow / Sales,-21.70%,-21.56%,-12.95%,-18.49%,-36.64%
