Item,2017,2018,2019,2020,2021
Funds from Operations,1.43B,1.77B,986M,1.6B,3.23B
Funds from Operations Growth,-,23.76%,-44.17%,62.68%,101.25%
Changes in Working Capital,(201M),(654M),(20M),(75M),(69M)
Receivables,(35M),62M,13M,(141M),(57M)
Inventories,(39M),(14M),(23M),(25M),(77M)
Accounts Payable,106M,(154M),37M,(17M),113M
Other Assets/Liabilities,(155M),(167M),(2M),138M,11M
Net Operating Cash Flow,1.23B,1.11B,966M,1.53B,3.16B
Net Operating Cash Flow Growth,-,-9.30%,-13.13%,58.28%,106.61%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(419M),(427M),(384M),(281M),(441M)
Capital Expenditures Growth,-,-1.91%,10.07%,26.82%,-56.94%
Capital Expenditures (Fixed Assets),(419M),(427M),(384M),(281M),(441M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,403M,-,-,-,-
Purchase/Sale of Investments,311M,-,550M,463M,112M
Purchase of Investments,-,-,-,(425M),(149M)
Sale/Maturity of Investments,311M,-,550M,888M,261M
Other Uses,-,(17M),-,-,-
Other Sources,2.6B,4M,21M,3M,4M
Net Investing Cash Flow,2.89B,(440M),187M,185M,(325M)
