Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,90.34M,118.21M,(1.83B),(608.79M),409.19M
Net Income Growth,-,30.85%,"-1,646.20%",66.69%,167.21%
"Depreciation, Depletion & Amortization",466.62M,524.29M,533M,490.68M,529.02M
Depreciation and Depletion,185.38M,220.46M,245.71M,222.84M,225.77M
Amortization of Intangible Assets,281.24M,303.83M,287.28M,267.84M,303.25M
Deferred Taxes & Investment Tax Credit,(6.25M),(465K),(37.88M),(9.64M),7.2M
Deferred Taxes,(6.25M),(465K),(37.88M),(9.64M),7.2M
Investment Tax Credit,-,-,-,-,-
Other Funds,124.55M,115.65M,169.83M,134.32M,248.8M
Funds from Operations,675.26M,757.69M,(1.16B),6.58M,1.19B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,266.33M,(287.91M),79.46M,1.77B,637.85M
Receivables,(135.43M),(159.79M),490.59M,(485.21M),(463.98M)
Accounts Payable,323.46M,(45.92M),(1.38B),1.32B,1B
Other Assets/Liabilities,78.3M,(82.2M),968.33M,943.48M,99.67M
Net Operating Cash Flow,941.59M,469.78M,(1.08B),1.78B,1.83B
Net Operating Cash Flow Growth,-,-50.11%,-330.61%,264.35%,2.89%
Net Operating Cash Flow / Sales,8.73%,4.07%,-58.21%,28.41%,10.98%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(275.46M),(365.83M),(222.61M),(159.83M),(353.29M)
Capital Expenditures Growth,-,-32.80%,39.15%,28.20%,-121.03%
Capital Expenditures / Sales,-2.55%,-3.17%,-11.96%,-2.55%,-2.12%
Capital Expenditures (Fixed Assets),(239.83M),(323.57M),(213.75M),(152.73M),(347.21M)
Capital Expenditures (Other Assets),(35.63M),(42.26M),(8.86M),(7.1M),(6.08M)
Net Assets from Acquisitions,(279.86M),(285.34M),(147.33M),(393.89M),(305.5M)
Sale of Fixed Assets & Businesses,4.9M,14.29M,5.42M,22.03M,15.02M
Purchase/Sale of Investments,(46.5M),(57.28M),7.76M,(20.16M),(87.32M)
Purchase of Investments,(46.5M),(57.28M),(11.24M),(110.59M),(91.19M)
Sale/Maturity of Investments,-,-,19M,90.43M,3.86M
Other Uses,(90.71M),(50.04M),(56.96M),(28.9M),(115.99M)
Other Sources,-,-,36K,106K,-
Net Investing Cash Flow,(651.64M),(726.98M),(324.89M),(554.57M),(817.98M)
Net Investing Cash Flow Growth,-,-11.56%,55.31%,-70.70%,-47.50%
Net Investing Cash Flow / Sales,-6.04%,-6.30%,-17.46%,-8.85%,-4.90%
