Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,1.21B,858M,1.99B,1.9B,1.9B
Net Income Growth,-,-29.27%,132.17%,-4.82%,0.32%
"Depreciation, Depletion & Amortization",349M,356M,356M,378M,478M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,137M,(31M),77M,13M,(835M)
Deferred Taxes,137M,(31M),77M,13M,(835M)
Investment Tax Credit,-,-,-,-,-
Other Funds,107M,120M,(1.36B),(42M),(6M)
Funds from Operations,1.81B,1.3B,1.06B,2.25B,1.54B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(248M),151M,280M,(488M),280M
Receivables,(48M),165M,141M,(396M),218M
Accounts Payable,15M,(59M),(6M),353M,(84M)
Other Assets/Liabilities,(57M),39M,21M,(78M),399M
Net Operating Cash Flow,1.56B,1.45B,1.34B,1.76B,1.82B
Net Operating Cash Flow Growth,-,-6.68%,-7.63%,30.83%,3.53%
Net Operating Cash Flow / Sales,21.77%,23.09%,23.75%,20.58%,18.80%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(337M),(370M),(364M),(467M),(543M)
Capital Expenditures Growth,-,-9.79%,1.62%,-28.30%,-16.27%
Capital Expenditures / Sales,-4.71%,-5.88%,-6.44%,-5.47%,-5.61%
Capital Expenditures (Fixed Assets),(337M),(370M),(364M),(467M),(543M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(144M),(91M),(100M),(1.14B),(10.59B)
Sale of Fixed Assets & Businesses,13M,1M,21M,27M,48M
Purchase/Sale of Investments,-,(16M),1.07B,516M,-
Purchase of Investments,-,(16M),(544M),-,-
Sale/Maturity of Investments,-,-,1.62B,516M,-
Other Uses,(39M),(17M),(39M),(53M),(57M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(507M),(493M),592M,(1.12B),(11.14B)
Net Investing Cash Flow Growth,-,2.76%,220.08%,-289.02%,-895.62%
Net Investing Cash Flow / Sales,-7.09%,-7.83%,10.47%,-13.11%,-115.18%
