Item,2017,2018,2019,2020,2021
Funds from Operations,535.14M,991.38M,1.25B,1.25B,2.07B
Funds from Operations Growth,-,85.26%,25.73%,-0.07%,65.87%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,44.96M,(57.82M),(82.33M),199.96M,(254M)
Net Operating Cash Flow,580.1M,933.56M,1.16B,1.45B,1.81B
Net Operating Cash Flow Growth,-,60.93%,24.70%,24.17%,25.36%
Net Operating Cash Flow / Interest Income,39.59%,47.39%,50.41%,64.48%,55.09%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(50.88M),(45.87M),(65.48M),(87.41M),(113M)
Capital Expenditures (Fixed Assets),(50.88M),(45.87M),(65.48M),(87.41M),(113M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(102.33M),(26.7M),-
Sale of Fixed Assets & Businesses,3M,-,-,-,1.08B
Purchase/Sale of Investments,(2.69B),420.9M,(4.43B),(19.17B),(77.58B)
Purchase of Investments,(8.43B),(5.48B),(10.5B),(30.19B),(98.03B)
Sale/Maturity of Investments,5.75B,5.9B,6.07B,11.02B,20.45B
Increase in Loans,(3.17B),(5.18B),(4.77B),(11.93B),(13.73B)
Decrease in Loans,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(5.9B),(4.8B),(9.37B),(31.21B),(90.34B)
Net Investing Cash Flow Growth,-,18.69%,-95.23%,-232.97%,-189.49%
Net Investing Cash Flow / Interest Income,-402.95%,-243.69%,-405.81%,"-1,392.11%","-2,746.61%"
