Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.63B,1.82B,1.91B,(5.78B),(5.26B)
Net Income Growth,-,11.73%,5.06%,-402.74%,8.91%
"Depreciation, Depletion & Amortization",951.19M,1.03B,1.25B,1.28B,1.29B
Depreciation and Depletion,951.19M,1.03B,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,1.73M,(2.68M),7.75M,(8.79M),(42.98M)
Deferred Taxes,1.73M,(2.68M),7.75M,(8.79M),(42.98M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(23.77M),179.71M,81.68M,2.09B,666.93M
Funds from Operations,2.55B,3.03B,3.24B,(2.41B),(3.34B)
Extraordinaries,-,-,-,-,-
Changes in Working Capital,320.28M,452.62M,473.4M,(1.32B),1.47B
Receivables,(32.04M),(9.57M),(9.9M),121.06M,(181.71M)
Accounts Payable,36.78M,91.74M,75.28M,(133.82M),188.52M
Other Assets/Liabilities,277.6M,332.6M,324.52M,(1.34B),1.26B
Net Operating Cash Flow,2.87B,3.48B,3.72B,(3.73B),(1.88B)
Net Operating Cash Flow Growth,-,21.03%,6.82%,-200.41%,49.68%
Net Operating Cash Flow / Sales,32.75%,36.65%,33.94%,-168.94%,-122.56%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(564.14M),(3.66B),(3.02B),(1.97B),(2.23B)
Capital Expenditures Growth,-,-548.78%,17.36%,35.03%,-13.46%
Capital Expenditures / Sales,-6.43%,-38.55%,-27.62%,-88.97%,-145.53%
Capital Expenditures (Fixed Assets),(564.14M),(3.66B),(3.02B),(1.97B),(2.23B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(916.14M),-,-,-
Sale of Fixed Assets & Businesses,230M,-,-,27.8M,176.04M
Purchase/Sale of Investments,51.91M,110.28M,7.3M,(79.52M),(38.89M)
Purchase of Investments,(10.4M),(27.17M),(25.57M),(100.61M),(70.23M)
Sale/Maturity of Investments,62.3M,137.45M,32.87M,21.09M,31.33M
Other Uses,-,(99.81M),(81.67M),(177.58M),(96.67M)
Other Sources,3.84M,-,-,-,-
Net Investing Cash Flow,(213.59M),(4.49B),(3.09B),(2.18B),(2.14B)
Net Investing Cash Flow Growth,-,"-2,001.74%",31.14%,29.53%,1.55%
Net Investing Cash Flow / Sales,-2.43%,-47.28%,-28.23%,-98.63%,-139.98%
