Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,345.78M,988.98M,590.64M,695.96M,848.95M
Net Income Growth,-,186.02%,-40.28%,17.83%,21.98%
"Depreciation, Depletion & Amortization",118.72M,122.79M,145.65M,142.31M,132.09M
Depreciation and Depletion,65.39M,69.71M,81.46M,75.09M,72.27M
Amortization of Intangible Assets,53.33M,53.08M,64.19M,67.22M,59.82M
Deferred Taxes & Investment Tax Credit,(11.68M),(576.74M),(26.12M),(43.18M),(107.61M)
Deferred Taxes,(11.68M),(576.74M),(26.12M),(43.18M),(107.61M)
Investment Tax Credit,-,-,-,-,-
Other Funds,173.89M,188.26M,210.16M,200.08M,280.92M
Funds from Operations,626.71M,723.29M,920.34M,995.16M,1.15B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(21.96M),6.31M,(15.42M),105.8M,87.55M
Receivables,(87.08M),(4.72M),(25.93M),2.01M,(138.47M)
Accounts Payable,1.55M,33.92M,18.39M,67.36M,113.95M
Other Assets/Liabilities,62.82M,10.14M,17.81M,75.46M,135.14M
Net Operating Cash Flow,604.75M,729.6M,904.92M,1.1B,1.24B
Net Operating Cash Flow Growth,-,20.64%,24.03%,21.66%,12.80%
Net Operating Cash Flow / Sales,28.29%,31.23%,33.73%,36.84%,34.87%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(61.5M),(74.61M),(94.81M),(66.88M),(124.22M)
Capital Expenditures Growth,-,-21.30%,-27.09%,29.46%,-85.73%
Capital Expenditures / Sales,-2.88%,-3.19%,-3.53%,-2.24%,-3.49%
Capital Expenditures (Fixed Assets),(61.5M),(74.61M),(94.81M),(65.3M),(123.22M)
Capital Expenditures (Other Assets),-,-,-,(1.58M),(1M)
Net Assets from Acquisitions,-,(338K),(197.56M),(226.2M),(613.79M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(112.34M),(30.77M),217K,128K,(634K)
Purchase of Investments,(115.84M),(33.72M),-,-,(1M)
Sale/Maturity of Investments,3.5M,2.95M,217K,128K,366K
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(173.85M),(105.71M),(292.16M),(292.95M),(738.63M)
Net Investing Cash Flow Growth,-,39.19%,-176.38%,-0.27%,-152.13%
Net Investing Cash Flow / Sales,-8.13%,-4.52%,-10.89%,-9.80%,-20.74%
