Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,881M,303M,164M,424M,(16.71B)
Net Income Growth,-,-65.61%,-45.87%,158.54%,"-4,040.57%"
"Depreciation, Depletion & Amortization",1.42B,2.44B,3.71B,4.02B,3.85B
Depreciation and Depletion,170M,200M,252M,256M,251M
Amortization of Intangible Assets,1.25B,2.24B,3.46B,3.76B,3.6B
Deferred Taxes & Investment Tax Credit,(116M),(109M),(206M),(81M),(544M)
Deferred Taxes,(116M),(109M),(206M),(81M),(544M)
Investment Tax Credit,-,-,-,-,-
Other Funds,247M,623M,459M,916M,17.9B
Funds from Operations,2.43B,3.26B,4.13B,5.27B,4.5B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(439M),(851M),311M,(464M),(557M)
Receivables,58M,(144M),(89M),(552M),(155M)
Accounts Payable,(162M),(74M),217M,391M,88M
Other Assets/Liabilities,(335M),(633M),183M,(303M),(490M)
Net Operating Cash Flow,1.99B,2.41B,4.44B,4.81B,3.94B
Net Operating Cash Flow Growth,-,20.92%,84.32%,8.28%,-18.11%
Net Operating Cash Flow / Sales,23.66%,23.32%,35.39%,34.66%,27.11%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(622M),(828M),(1.13B),(1.25B),(1.39B)
Capital Expenditures Growth,-,-33.12%,-36.35%,-10.81%,-11.11%
Capital Expenditures / Sales,-7.38%,-8.01%,-8.99%,-9.01%,-9.57%
Capital Expenditures (Fixed Assets),(127M),(200M),(263M),(320M),(268M)
Capital Expenditures (Other Assets),(495M),(628M),(866M),(931M),(1.12B)
Net Assets from Acquisitions,(16M),(6.63B),(469M),(767M),-
Sale of Fixed Assets & Businesses,-,49M,-,370M,50M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(30M),(90M),-,(123M),(28M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(668M),(7.5B),(914M),(1.77B),(373M)
Net Investing Cash Flow Growth,-,"-1,022.90%",87.81%,-93.76%,78.94%
Net Investing Cash Flow / Sales,-7.93%,-72.59%,-7.28%,-12.76%,-2.57%
