Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,483.17M,545.03M,640.41M,1.09B,1.15B
Net Income Growth,-,12.80%,17.50%,70.53%,5.30%
"Depreciation, Depletion & Amortization",294.08M,314.41M,299.5M,284M,264M
Depreciation and Depletion,157.08M,174.41M,180.23M,179.62M,169M
Amortization of Intangible Assets,137M,140M,119.27M,104.38M,95M
Deferred Taxes & Investment Tax Credit,(2.18M),7.11M,(33.83M),(27.08M),6M
Deferred Taxes,(2.18M),7.11M,(33.83M),(27.08M),6M
Investment Tax Credit,-,-,-,-,-
Other Funds,135.37M,99.54M,41.07M,20.72M,(135M)
Funds from Operations,910.43M,966.09M,947.15M,1.37B,1.29B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(199.69M),97.94M,496.72M,(2.72M),(35M)
Receivables,241K,26.42M,93.59M,(16.23M),(16M)
Accounts Payable,(77.62M),3.71M,(64.03M),283.19M,269M
Other Assets/Liabilities,4.84M,52.35M,34.09M,(35.16M),54M
Net Operating Cash Flow,710.74M,1.06B,1.44B,1.37B,1.25B
Net Operating Cash Flow Growth,-,49.71%,35.70%,-5.32%,-8.56%
Net Operating Cash Flow / Sales,5.98%,8.51%,12.42%,10.44%,9.77%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(250.03M),(265.73M),(172.7M),(293.47M),(222M)
Capital Expenditures Growth,-,-6.28%,35.01%,-69.93%,24.35%
Capital Expenditures / Sales,-2.11%,-2.12%,-1.49%,-2.24%,-1.74%
Capital Expenditures (Fixed Assets),(250.03M),(265.73M),(172.7M),(293.47M),(222M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.21B),(27.3M),(7.36M),(123.9M),(4M)
Sale of Fixed Assets & Businesses,27.66M,34.51M,21.89M,19.57M,408M
Purchase/Sale of Investments,(60.3M),(7.59M),(7.72M),-,-
Purchase of Investments,(60.3M),(7.59M),(7.72M),-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,(20.96M),(10M)
Other Sources,5.35M,-,-,-,-
Net Investing Cash Flow,(1.46B),(264.85M),(165.89M),(418.76M),172M
Net Investing Cash Flow Growth,-,81.85%,37.37%,-152.44%,141.07%
Net Investing Cash Flow / Sales,-12.28%,-2.12%,-1.43%,-3.20%,1.34%
