Item,2018,2019,2020,2021,2022
Funds from Operations,49.57B,53.33B,53.3B,54.03B,53.55B
Funds from Operations Growth,-,7.57%,-0.05%,1.37%,-0.89%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,18.53B,(27.2B),27.29B,(4.57B),46.27B
Net Operating Cash Flow,68.11B,26.13B,80.59B,49.46B,99.82B
Net Operating Cash Flow Growth,-,-61.64%,208.44%,-38.63%,101.83%
Net Operating Cash Flow / Interest Income,89.50%,31.09%,124.90%,85.48%,107.56%
Item,2018,2019,2020,2021,2022
Capital Expenditures,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(186.48B),(85.66B),(397.35B),(22.27B),(53.06B)
Purchase of Investments,(272.89B),(283.86B),(626.14B),(406.18B),(245.66B)
Sale/Maturity of Investments,86.41B,198.2B,228.79B,383.9B,192.6B
Increase in Loans,(90.27B),(53.7B),(50.26B),(103.25B),(128.97B)
Decrease in Loans,29.83B,70.3B,32.55B,35.85B,63.43B
Other Uses,(4.99B),(5.04B),(7.34B),(11.04B),(11.93B)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(251.91B),(74.09B),(422.41B),(100.72B),(130.52B)
Net Investing Cash Flow Growth,-,70.59%,-470.10%,76.16%,-29.59%
Net Investing Cash Flow / Interest Income,-331.03%,-88.17%,-654.66%,-174.06%,-140.64%
