Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,2.1B,1.84B,1.39B,2.14B,2.29B
Net Income Growth,-,-12.33%,-24.43%,53.52%,7.16%
"Depreciation, Depletion & Amortization",498M,526M,559M,574M,569M
Depreciation and Depletion,347M,-,407M,392M,385M
Amortization of Intangible Assets,151M,-,152M,182M,184M
Deferred Taxes & Investment Tax Credit,8M,(306M),184M,27M,(273M)
Deferred Taxes,8M,(306M),184M,27M,(273M)
Investment Tax Credit,-,-,-,-,-
Other Funds,392M,336M,351M,245M,306M
Funds from Operations,3B,2.4B,2.49B,2.98B,2.89B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(407M),101M,813M,(488M),(324M)
Receivables,(365M),37M,264M,(407M),(238M)
Accounts Payable,(4M),8M,109M,(35M),(11M)
Other Assets/Liabilities,(38M),56M,440M,(46M),(75M)
Net Operating Cash Flow,2.59B,2.5B,3.3B,2.5B,2.57B
Net Operating Cash Flow Growth,-,-3.59%,32.01%,-24.37%,2.93%
Net Operating Cash Flow / Sales,16.07%,14.89%,19.81%,13.48%,13.22%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(377M),(392M),(398M),(279M),(332M)
Capital Expenditures Growth,-,-3.98%,-1.53%,29.90%,-19.00%
Capital Expenditures / Sales,-2.34%,-2.34%,-2.39%,-1.51%,-1.71%
Capital Expenditures (Fixed Assets),(377M),(392M),(398M),(279M),(332M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.11B),(617M),(1.12B),(970M),(367M)
Sale of Fixed Assets & Businesses,-,-,-,-,28M
Purchase/Sale of Investments,(139M),2.6B,283M,(915M),565M
Purchase of Investments,(3.51B),(1.51B),(733M),(2.29B),(1.82B)
Sale/Maturity of Investments,3.37B,4.11B,1.02B,1.38B,2.38B
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.63B),1.59B,(1.24B),(2.16B),(106M)
Net Investing Cash Flow Growth,-,197.60%,-177.96%,-74.80%,95.10%
Net Investing Cash Flow / Sales,-10.09%,9.46%,-7.43%,-11.69%,-0.55%
