Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,623M,823M,895M,755M,1.11B
Net Income Growth,-,32.10%,8.75%,-15.64%,47.55%
"Depreciation, Depletion & Amortization",264M,257M,229M,182M,185M
Depreciation and Depletion,170M,162M,-,116M,123M
Amortization of Intangible Assets,94M,95M,-,66M,62M
Deferred Taxes & Investment Tax Credit,(5M),7M,4M,(5M),27M
Deferred Taxes,(5M),7M,4M,(5M),27M
Investment Tax Credit,-,-,-,-,-
Other Funds,105M,204M,169M,361M,54M
Funds from Operations,987M,1.29B,1.3B,1.29B,1.38B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,70M,(234M),(255M),(170M),(443M)
Receivables,(103M),(79M),(42M),(121M),(324M)
Accounts Payable,72M,(51M),32M,80M,54M
Other Assets/Liabilities,(5M),6M,(52M),(10M),(38M)
Net Operating Cash Flow,1.06B,1.06B,1.04B,1.12B,937M
Net Operating Cash Flow Growth,-,0.00%,-1.42%,7.77%,-16.56%
Net Operating Cash Flow / Sales,10.14%,9.42%,9.07%,9.52%,7.20%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(237M),(239M),(221M),(197M),(255M)
Capital Expenditures Growth,-,-0.84%,7.53%,10.86%,-29.44%
Capital Expenditures / Sales,-2.27%,-2.13%,-1.92%,-1.67%,-1.96%
Capital Expenditures (Fixed Assets),(237M),(239M),(221M),(197M),(255M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,120M,86M,17M,20M,29M
Purchase/Sale of Investments,(35M),(13M),2M,-,-
Purchase of Investments,(35M),(13M),-,-,-
Sale/Maturity of Investments,-,-,2M,-,-
Other Uses,-,-,-,(2M),-
Other Sources,-,3M,4M,-,3M
Net Investing Cash Flow,(146M),(166M),(202M),(179M),(226M)
Net Investing Cash Flow Growth,-,-13.70%,-21.69%,11.39%,-26.26%
Net Investing Cash Flow / Sales,-1.40%,-1.48%,-1.76%,-1.52%,-1.74%
