Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,290.58M,434.29M,454.43M,306.28M,598.63M
Net Income Growth,-,49.45%,4.64%,-32.60%,95.45%
"Depreciation, Depletion & Amortization",65.49M,65.95M,65.63M,63.5M,54.45M
Depreciation and Depletion,63.93M,64.24M,64.26M,62.28M,52.21M
Amortization of Intangible Assets,1.56M,1.71M,1.36M,1.22M,2.24M
Deferred Taxes & Investment Tax Credit,44.09M,(15.89M),(9.47M),(13.15M),(21.13M)
Deferred Taxes,44.09M,(15.89M),(9.47M),(13.15M),(21.13M)
Investment Tax Credit,-,-,-,-,-
Other Funds,50.21M,56.87M,61.79M,8.22M,56.06M
Funds from Operations,450.38M,541.22M,572.38M,364.85M,688M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,2.61M,31.1M,(52.75M),231.68M,(84.87M)
Receivables,(17.04M),(86.22M),(48.46M),127.74M,(292.63M)
Accounts Payable,47.83M,89.72M,(9.2M),1.1M,52.61M
Other Assets/Liabilities,(18.53M),(1.3M),(37.17M),(16.57M),52.56M
Net Operating Cash Flow,452.99M,572.32M,519.63M,596.53M,603.14M
Net Operating Cash Flow Growth,-,26.34%,-9.21%,14.80%,1.11%
Net Operating Cash Flow / Sales,8.60%,9.87%,8.55%,11.68%,9.33%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(40.75M),(42.48M),(59.46M),(33.38M),(36.61M)
Capital Expenditures Growth,-,-4.25%,-39.97%,43.87%,-9.69%
Capital Expenditures / Sales,-0.77%,-0.73%,-0.98%,-0.65%,-0.57%
Capital Expenditures (Fixed Assets),(40.75M),(42.48M),(59.46M),(33.38M),(36.61M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.16M),-,-,(15.84M),-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(36.58M),(46.03M),(71.43M),(64.35M),(85.43M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(78.5M),(88.51M),(102.14M),9.46M,(87.61M)
Net Investing Cash Flow Growth,-,-12.75%,-15.40%,109.26%,"-1,026.00%"
Net Investing Cash Flow / Sales,-1.49%,-1.53%,-1.68%,0.19%,-1.36%
