Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,4.91B,4.79B,4.44B,1.34B,12.89B
Net Income Growth,-,-2.32%,-7.33%,-69.75%,859.79%
"Depreciation, Depletion & Amortization",2.28B,2.21B,2.36B,2.7B,2.95B
Depreciation and Depletion,2B,1.87B,1.98B,2.28B,2.48B
Amortization of Intangible Assets,287M,339M,377M,416M,475M
Deferred Taxes & Investment Tax Credit,1.22B,758M,100M,(858M),1.65B
Deferred Taxes,1.22B,758M,100M,(858M),1.65B
Investment Tax Credit,-,-,-,-,-
Other Funds,(5.53B),2.9B,1.58B,6.22B,(1.84B)
Funds from Operations,2.88B,10.65B,8.48B,9.4B,15.65B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.4B),2.06B,156M,1.06B,(642M)
Receivables,(1.02B),(421M),(717M),(1.56B),(2.15B)
Accounts Payable,599M,1.03B,419M,904M,1.27B
Other Assets/Liabilities,(1.18B),940M,900M,87M,485M
Net Operating Cash Flow,1.48B,12.71B,8.64B,10.46B,15.01B
Net Operating Cash Flow Growth,-,759.43%,-32.04%,21.07%,43.48%
Net Operating Cash Flow / Sales,2.22%,17.68%,11.69%,12.39%,15.44%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(5.23B),(6.28B),(6.38B),(5.41B),(4.19B)
Capital Expenditures Growth,-,-20.20%,-1.54%,15.17%,22.51%
Capital Expenditures / Sales,-7.85%,-8.74%,-8.63%,-6.41%,-4.31%
Capital Expenditures (Fixed Assets),(5.23B),(6.28B),(6.38B),(5.41B),(4.19B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(134M),(2M),(6M),(20M),(602M)
Sale of Fixed Assets & Businesses,24M,37M,65M,40M,872M
Purchase/Sale of Investments,360M,(87M),322M,106M,54M
Purchase of Investments,(1.63B),(973M),(561M),(254M),(312M)
Sale/Maturity of Investments,1.99B,886M,883M,360M,366M
Other Uses,-,-,(75M),(41M),-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(4.97B),(6.33B),(6.06B),(5.28B),(3.82B)
Net Investing Cash Flow Growth,-,-27.34%,4.25%,12.84%,27.73%
Net Investing Cash Flow / Sales,-7.47%,-8.80%,-8.20%,-6.26%,-3.93%
