Item,2018,2019,2020,2021,2022
Funds from Operations,5.75B,6.19B,5.94B,6.11B,6.91B
Funds from Operations Growth,-,7.69%,-3.99%,2.74%,13.12%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(556M),7M,254M,(86M),234M
Net Operating Cash Flow,5.19B,6.2B,6.2B,6.02B,7.14B
Net Operating Cash Flow Growth,-,19.36%,0.00%,-2.86%,18.62%
Net Operating Cash Flow / Interest Income,47.65%,51.66%,55.84%,56.51%,55.50%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(254M),(284M),(261M),(194M),(236M)
Capital Expenditures (Fixed Assets),(254M),(284M),(261M),(194M),(236M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,9M
Purchase/Sale of Investments,(1.85B),(7.15B),(1.27B),4.81B,(5.45B)
Purchase of Investments,(2.7B),(8.32B),(8.28B),(207M),(7.9B)
Sale/Maturity of Investments,856M,1.17B,7.01B,5.02B,2.45B
Increase in Loans,(8.48B),(7.84B),-,(4.57B),(19.96B)
Decrease in Loans,-,-,3.05B,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(10.58B),(15.27B),1.51B,40M,(25.64B)
Net Investing Cash Flow Growth,-,-44.38%,109.91%,-97.36%,"-64,192.50%"
Net Investing Cash Flow / Interest Income,-97.12%,-127.36%,13.65%,0.38%,-199.29%
