Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,3.61B,3.44B,(9.98B),11B,16.05B
Net Income Growth,-,-4.52%,-389.78%,210.26%,45.90%
"Depreciation, Depletion & Amortization",2.49B,3.23B,3.38B,3.31B,3.22B
Depreciation and Depletion,2.36B,2.87B,3.04B,2.98B,2.9B
Amortization of Intangible Assets,134M,357M,336M,330M,316M
Deferred Taxes & Investment Tax Credit,47M,807M,(241M),(169M),290M
Deferred Taxes,47M,807M,(241M),(169M),290M
Investment Tax Credit,-,-,-,-,-
Other Funds,221M,1.25B,8.8B,(10.56B),(1.45B)
Funds from Operations,6.36B,8.72B,1.96B,3.58B,18.1B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(206M),720M,460M,778M,(1.74B)
Receivables,1.59B,(1.72B),1.47B,(5.3B),(2.32B)
Accounts Payable,(2.8B),2.45B,(2.93B),6.26B,1.91B
Other Assets/Liabilities,72M,346M,172M,(150M),(547M)
Net Operating Cash Flow,6.16B,9.44B,2.42B,4.36B,16.36B
Net Operating Cash Flow Growth,-,53.31%,-74.38%,80.24%,275.25%
Net Operating Cash Flow / Sales,6.41%,8.55%,3.50%,3.64%,9.22%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(3.58B),(4.81B),(2.79B),(1.46B),(2.42B)
Capital Expenditures Growth,-,-34.43%,42.06%,47.47%,-65.30%
Capital Expenditures / Sales,-3.72%,-4.35%,-4.03%,-1.22%,-1.36%
Capital Expenditures (Fixed Assets),(3.58B),(4.81B),(2.79B),(1.46B),(2.42B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(3.82B),(129M),-,(630M),(904M)
Sale of Fixed Assets & Businesses,66M,144M,150M,153M,90M
Purchase/Sale of Investments,(393M),(966M),(348M),(5.72B),2.54B
Purchase of Investments,(409M),(1.06B),(485M),(12.71B),(6.43B)
Sale/Maturity of Investments,16M,98M,137M,6.99B,8.97B
Other Uses,-,(484M),(335M),-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(7.66B),(6.16B),(3.26B),14.17B,132M
Net Investing Cash Flow Growth,-,19.51%,47.16%,534.97%,-99.07%
Net Investing Cash Flow / Sales,-7.97%,-5.58%,-4.71%,11.83%,0.07%
