Item,2018,2019,2020,2021,2022
Funds from Operations,468.7M,800.8M,1.16B,1.02B,815.2M
Funds from Operations Growth,-,70.86%,45.15%,-12.40%,-19.95%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,656.7M,1.41B,1.34B,781.7M,596.9M
Net Operating Cash Flow Growth,-,115.23%,-5.05%,-41.75%,-23.64%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(82.8M),(110.3M),(121.2M),(187.4M),(186.3M)
Capital Expenditures Growth,-,-33.21%,-9.88%,-54.62%,0.59%
Capital Expenditures (Fixed Assets),(82.8M),(110.3M),(121.2M),(187.4M),(186.3M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.11B),(7.6M),(458.6M),(16.6M),(72.5M)
Sale of Fixed Assets & Businesses,69.9M,3.3M,-,1.32B,4.8M
Purchase/Sale of Investments,(1.07B),(509.7M),108.8M,(812M),(8.7M)
Purchase of Investments,(6.53B),(4.58B),(1.99B),(3.34B),(3.28B)
Sale/Maturity of Investments,5.46B,4.07B,2.1B,2.52B,3.27B
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,-,-,(289.1M),(145.2M),-
Other Sources,2.5M,4.5M,24.9M,3.2M,600K
Net Investing Cash Flow,(2.19B),(619.8M),(735.2M),157.6M,(262.1M)
Net Investing Cash Flow Growth,-,71.74%,-18.62%,121.44%,-266.31%
