Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,2.89B,(189M),865M,5.37B,4.48B
Net Income Growth,-,-106.53%,557.67%,520.23%,-16.51%
"Depreciation, Depletion & Amortization",1.75B,1.41B,1.53B,2B,2.02B
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(404M),29M,181M,(171M),36M
Deferred Taxes,(404M),29M,181M,(171M),36M
Investment Tax Credit,-,-,-,-,-
Other Funds,207M,(119M),(222M),(232M),133M
Funds from Operations,4.45B,1.13B,2.35B,6.96B,6.67B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(588M),349M,665M,755M,(1.53B)
Receivables,649M,119M,132M,(472M),56M
Accounts Payable,(106M),(60M),115M,495M,-
Other Assets/Liabilities,(28M),60M,(27M),(101M),(12M)
Net Operating Cash Flow,3.86B,1.48B,3.02B,7.72B,5.14B
Net Operating Cash Flow Growth,-,-61.64%,103.58%,155.72%,-33.39%
Net Operating Cash Flow / Sales,20.37%,10.32%,21.75%,34.51%,22.02%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(1.97B),(2.65B),(1.96B),(2.12B),(3.47B)
Capital Expenditures Growth,-,-34.55%,26.06%,-7.85%,-64.02%
Capital Expenditures / Sales,-10.39%,-18.47%,-14.14%,-9.46%,-14.87%
Capital Expenditures (Fixed Assets),(1.97B),(2.65B),(1.96B),(2.12B),(3.47B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(3.5B),-,-,(33M),-
Sale of Fixed Assets & Businesses,457M,617M,706M,182M,189M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(97M),(12M),(7M),(63M),(79M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(5.02B),(1.94B),(1.11B),(1.78B),(3.25B)
Net Investing Cash Flow Growth,-,61.38%,42.83%,-60.83%,-82.44%
Net Investing Cash Flow / Sales,-26.46%,-13.50%,-7.99%,-7.97%,-13.93%
