Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.64B,2.12B,2.3B,2.53B,3.26B
Net Income Growth,-,29.49%,8.58%,10.03%,28.77%
"Depreciation, Depletion & Amortization",180M,206M,204M,206M,178M
Depreciation and Depletion,82M,84M,82M,83M,82M
Amortization of Intangible Assets,98M,122M,122M,123M,96M
Deferred Taxes & Investment Tax Credit,-,81M,46M,(31M),13M
Deferred Taxes,-,81M,46M,(31M),13M
Investment Tax Credit,-,-,-,-,-
Other Funds,266M,168M,225M,611M,214M
Funds from Operations,2.08B,2.58B,2.78B,3.32B,3.67B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(68M),(512M),(2M),247M,(70M)
Receivables,(196M),(164M),(135M),18M,(144M)
Accounts Payable,75M,(106M),73M,132M,38M
Other Assets/Liabilities,57M,(134M),61M,97M,36M
Net Operating Cash Flow,2.02B,2.06B,2.78B,3.57B,3.6B
Net Operating Cash Flow Growth,-,2.38%,34.50%,28.49%,0.87%
Net Operating Cash Flow / Sales,33.25%,32.98%,41.44%,47.93%,43.37%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(123M),(113M),(115M),(76M),(35M)
Capital Expenditures Growth,-,8.13%,-1.77%,33.91%,53.95%
Capital Expenditures / Sales,-2.03%,-1.81%,-1.72%,-1.02%,-0.42%
Capital Expenditures (Fixed Assets),(123M),(113M),(115M),(76M),(35M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(83M),(401M),(91M),(201M),(99M)
Sale of Fixed Assets & Businesses,2M,6M,85M,18M,16M
Purchase/Sale of Investments,(5M),(5M),(10M),19M,(2M)
Purchase of Investments,(5M),(5M),(10M),-,(2M)
Sale/Maturity of Investments,-,-,-,19M,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(209M),(513M),(131M),(240M),(120M)
Net Investing Cash Flow Growth,-,-145.45%,74.46%,-83.21%,50.00%
Net Investing Cash Flow / Sales,-3.45%,-8.20%,-1.96%,-3.22%,-1.45%
