Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,1.81B,1.27B,(5.35B),(146M),736M
Net Income Growth,-,-30.12%,-522.02%,97.27%,604.11%
"Depreciation, Depletion & Amortization",2.01B,2.02B,1.96B,1.99B,1.74B
Depreciation and Depletion,928M,875M,661M,772M,650M
Amortization of Intangible Assets,1.09B,1.15B,1.3B,1.22B,1.09B
Deferred Taxes & Investment Tax Credit,(842M),97M,(56M),(403M),255M
Deferred Taxes,(842M),97M,(56M),(403M),255M
Investment Tax Credit,-,-,-,-,-
Other Funds,(57M),59M,7.35B,(458M),(174M)
Funds from Operations,2.93B,3.45B,3.9B,981M,2.56B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(361M),(1.66B),(856M),(241M),(574M)
Receivables,(464M),(947M),269M,257M,228M
Accounts Payable,(96M),(52M),(565M),(527M),(714M)
Other Assets/Liabilities,(104M),(557M),(363M),(405M),227M
Net Operating Cash Flow,2.57B,1.78B,3.05B,740M,1.99B
Net Operating Cash Flow Growth,-,-30.54%,70.95%,-75.72%,168.24%
Net Operating Cash Flow / Sales,11.81%,8.59%,15.57%,4.17%,12.20%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(763M),(952M),(866M),(776M),(758M)
Capital Expenditures Growth,-,-24.77%,9.03%,10.39%,2.32%
Capital Expenditures / Sales,-3.51%,-4.59%,-4.42%,-4.38%,-4.66%
Capital Expenditures (Fixed Assets),(224M),(297M),(350M),(261M),(254M)
Capital Expenditures (Other Assets),(539M),(655M),(516M),(515M),(504M)
Net Assets from Acquisitions,(203M),(430M),(2B),-,-
Sale of Fixed Assets & Businesses,996M,357M,73M,5.3B,633M
Purchase/Sale of Investments,-,-,(37M),-,24M
Purchase of Investments,-,-,(75M),-,-
Sale/Maturity of Investments,-,-,38M,-,24M
Other Uses,-,-,-,(13M),-
Other Sources,-,47M,-,-,-
Net Investing Cash Flow,719M,69M,(2.14B),4.67B,(60M)
Net Investing Cash Flow Growth,-,-90.40%,"-3,197.10%",318.30%,-101.29%
Net Investing Cash Flow / Sales,3.31%,0.33%,-10.92%,26.31%,-0.37%
