Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,2.51B,193M,714M,198M,1.56B
Net Income Growth,-,-92.31%,269.95%,-72.27%,688.89%
"Depreciation, Depletion & Amortization",1.74B,1.73B,1.71B,1.72B,1.84B
Depreciation and Depletion,1.39B,1.39B,1.39B,1.39B,1.51B
Amortization of Intangible Assets,347M,333M,324M,328M,332M
Deferred Taxes & Investment Tax Credit,(2.01B),220M,376M,108M,509M
Deferred Taxes,(2.01B),220M,376M,108M,509M
Investment Tax Credit,-,-,-,-,-
Other Funds,1.09B,1.39B,898M,1.79B,341M
Funds from Operations,3.32B,3.53B,3.7B,3.82B,4.25B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(233M),(234M),(9M),(323M),(309M)
Receivables,(88M),(36M),34M,(2M),(545M)
Accounts Payable,118M,(93M),(46M),(7M),643M
Other Assets/Liabilities,(179M),(112M),(155M),6M,(341M)
Net Operating Cash Flow,3.09B,3.29B,3.69B,3.5B,3.95B
Net Operating Cash Flow Growth,-,6.60%,12.15%,-5.33%,12.84%
Net Operating Cash Flow / Sales,38.46%,37.91%,45.03%,45.29%,37.32%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(2.44B),(3.26B),(2.15B),(1.28B),(1.25B)
Capital Expenditures Growth,-,-33.73%,34.14%,40.67%,2.20%
Capital Expenditures / Sales,-30.38%,-37.57%,-26.20%,-16.52%,-11.80%
Capital Expenditures (Fixed Assets),(2.44B),(3.26B),(2.15B),(1.28B),(1.25B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(730M),-,(151M)
Sale of Fixed Assets & Businesses,2.08B,1.31B,36M,7M,9M
Purchase/Sale of Investments,68M,(1.13B),32M,(325M),(114M)
Purchase of Investments,(132M),(1.13B),(453M),(325M),(115M)
Sale/Maturity of Investments,200M,-,485M,-,1M
Other Uses,(21M),(37M),(32M),-,(5M)
Other Sources,-,-,1.33B,-,-
Net Investing Cash Flow,117M,(2.71B),(2.79B),(1.55B),(1.46B)
Net Investing Cash Flow Growth,-,"-2,416.24%",-2.99%,44.43%,6.13%
Net Investing Cash Flow / Sales,1.46%,-31.20%,-34.03%,-20.09%,-13.77%
