Item,2017,2018,2019,2020,2021
Funds from Operations,924M,1.04B,1.05B,978M,787M
Funds from Operations Growth,-,12.23%,1.54%,-7.12%,-19.53%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(60M),88M,(193M),(166M),(65M)
Net Operating Cash Flow,864M,1.13B,860M,812M,722M
Net Operating Cash Flow Growth,-,30.21%,-23.56%,-5.58%,-11.08%
Net Operating Cash Flow / Interest Income,38.71%,44.57%,31.65%,33.95%,31.26%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(169M),(129M),(117M),(171M),(206M)
Capital Expenditures (Fixed Assets),(169M),(129M),(117M),(171M),(206M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(1.66B),(592M),2.37B,(7.47B),(14.33B)
Purchase of Investments,(5.07B),(4.08B),(2.15B),(12.28B),(19.59B)
Sale/Maturity of Investments,3.42B,3.48B,4.52B,4.8B,5.27B
Increase in Loans,(2.14B),(1.94B),(2.04B),(4.7B),-
Decrease in Loans,97M,9M,-,-,2.83B
Other Uses,-,-,-,-,-
Other Sources,8M,-,2M,42M,31M
Net Investing Cash Flow,(3.86B),(2.66B),215M,(12.3B),(11.67B)
Net Investing Cash Flow Growth,-,31.13%,108.10%,"-5,819.53%",5.08%
Net Investing Cash Flow / Interest Income,-172.72%,-105.19%,7.91%,-514.09%,-505.28%
