Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,3.05B,4.14B,2.8B,4.33B,9.75B
Net Income Growth,-,35.90%,-32.48%,54.94%,125.12%
"Depreciation, Depletion & Amortization",199M,262M,381M,1.1B,1.17B
Depreciation and Depletion,144M,233M,356M,486M,611M
Amortization of Intangible Assets,55M,29M,25M,612M,563M
Deferred Taxes & Investment Tax Credit,(359M),(315M),18M,(282M),(406M)
Deferred Taxes,(359M),(315M),18M,(282M),(406M)
Investment Tax Credit,-,-,-,-,-
Other Funds,430M,512M,849M,1.38B,1.95B
Funds from Operations,3.32B,4.6B,4.04B,6.53B,12.47B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,185M,(857M),717M,(703M),(3.36B)
Receivables,(440M),(149M),(233M),(550M),(2.22B)
Accounts Payable,90M,(135M),194M,363M,568M
Other Assets/Liabilities,502M,(53M),105M,(231M),(1.52B)
Net Operating Cash Flow,3.5B,3.74B,4.76B,5.82B,9.11B
Net Operating Cash Flow Growth,-,6.88%,27.20%,22.29%,56.44%
Net Operating Cash Flow / Sales,36.05%,31.95%,43.61%,34.91%,33.84%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(593M),(600M),(489M),(1.13B),(976M)
Capital Expenditures Growth,-,-1.18%,18.50%,-130.67%,13.48%
Capital Expenditures / Sales,-6.10%,-5.12%,-4.48%,-6.76%,-3.63%
Capital Expenditures (Fixed Assets),(593M),(600M),(489M),(1.13B),(976M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,(8.52B),(263M)
Sale of Fixed Assets & Businesses,2M,-,-,-,-
Purchase/Sale of Investments,1.91B,(3.5B),6.63B,(9.99B),(8.57B)
Purchase of Investments,(36M),(11.16B),(1.48B),(19.31B),(24.79B)
Sale/Maturity of Investments,1.94B,7.66B,8.11B,9.32B,16.22B
Other Uses,(36M),-,-,(34M),(24M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,1.28B,(4.1B),6.15B,(19.68B),(9.83B)
Net Investing Cash Flow Growth,-,-420.58%,249.99%,-420.18%,50.04%
Net Investing Cash Flow / Sales,13.16%,-34.97%,56.28%,-117.99%,-36.52%
