Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,668.6M,738M,696.4M,461M,841.1M
Net Income Growth,-,10.38%,-5.64%,-33.80%,82.45%
"Depreciation, Depletion & Amortization",391.4M,410.9M,387.5M,409.9M,417.5M
Depreciation and Depletion,353.4M,368.3M,348M,365.9M,378.2M
Amortization of Intangible Assets,38M,42.6M,39.5M,44M,39.3M
Deferred Taxes & Investment Tax Credit,(84.5M),38.7M,60.3M,34.7M,59.4M
Deferred Taxes,(84.5M),38.7M,60.3M,34.7M,59.4M
Investment Tax Credit,-,-,-,-,-
Other Funds,26.7M,45.4M,53.9M,49.4M,63.5M
Funds from Operations,1B,1.23B,1.2B,955M,1.38B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(146.1M),(52.9M),9.3M,77.8M,(287.4M)
Receivables,(115.1M),(56.1M),56.4M,13.2M,(227.2M)
Accounts Payable,41M,(17.6M),(32.4M),39.7M,12.2M
Other Assets/Liabilities,(5.2M),(2.1M),(6.9M),21.8M,(4.8M)
Net Operating Cash Flow,856.1M,1.18B,1.21B,1.03B,1.09B
Net Operating Cash Flow Growth,-,37.85%,2.31%,-14.46%,5.94%
Net Operating Cash Flow / Sales,13.28%,16.82%,17.34%,15.51%,14.15%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(350.8M),(555.9M),(403.3M),(427.6M),(606.9M)
Capital Expenditures Growth,-,-58.47%,27.45%,-6.03%,-41.93%
Capital Expenditures / Sales,-5.44%,-7.92%,-5.79%,-6.42%,-7.85%
Capital Expenditures (Fixed Assets),(343M),(551.4M),(399.5M),(421.2M),(605.1M)
Capital Expenditures (Other Assets),(7.8M),(4.5M),(3.8M),(6.4M),(1.8M)
Net Assets from Acquisitions,(273.8M),(56.3M),-,-,(194.9M)
Sale of Fixed Assets & Businesses,16.6M,1.5M,4.1M,4.6M,7.9M
Purchase/Sale of Investments,-,-,(146.1M),(3.1M),(500K)
Purchase of Investments,-,-,(146.1M),(110.1M),(127.4M)
Sale/Maturity of Investments,-,-,-,107M,126.9M
Other Uses,(1.1M),-,(1.3M),-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(609.1M),(608.2M),(546.6M),(426.1M),(794.4M)
Net Investing Cash Flow Growth,-,0.15%,10.13%,22.05%,-86.44%
Net Investing Cash Flow / Sales,-9.45%,-8.67%,-7.85%,-6.40%,-10.28%
