Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,123.49M,137.07M,180.58M,143.45M,195.96M
Net Income Growth,-,11.00%,31.74%,-20.56%,36.60%
"Depreciation, Depletion & Amortization",19.4M,29.66M,42.21M,53.37M,67.22M
Depreciation and Depletion,18.5M,29.46M,42.01M,53.17M,64.72M
Amortization of Intangible Assets,900K,200K,200K,200K,2.5M
Deferred Taxes & Investment Tax Credit,(7.68M),21.08M,21.01M,21.38M,32.91M
Deferred Taxes,(7.68M),21.08M,21.01M,21.38M,32.91M
Investment Tax Credit,-,-,-,-,-
Other Funds,37.34M,34.83M,47.72M,89.96M,96.88M
Funds from Operations,172.54M,222.63M,291.52M,308.17M,392.97M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(42.39M),(37.81M),(67.27M),(80.96M),(73.61M)
Receivables,(237K),(1.84M),(5.88M),168K,(360K)
Accounts Payable,79K,1.08M,(221K),1.53M,(660K)
Other Assets/Liabilities,(37.45M),(51.14M),(74.07M),(85.21M),(102.49M)
Net Operating Cash Flow,130.15M,184.82M,224.25M,227.21M,319.36M
Net Operating Cash Flow Growth,-,42.00%,21.33%,1.32%,40.56%
Net Operating Cash Flow / Sales,30.05%,32.63%,30.40%,27.00%,30.26%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(59.39M),(59.91M),(92.93M),(94.1M),(126.19M)
Capital Expenditures Growth,-,-0.87%,-55.13%,-1.26%,-34.10%
Capital Expenditures / Sales,-13.71%,-10.58%,-12.60%,-11.18%,-11.96%
Capital Expenditures (Fixed Assets),(59.39M),(59.91M),(92.93M),(94.1M),(120.69M)
Capital Expenditures (Other Assets),-,-,-,-,(5.5M)
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,74.97M,10.49M,(126.61M),(23.78M),(131.48M)
Purchase of Investments,(66.24M),(145.01M),(195.81M),(332.76M),(398.82M)
Sale/Maturity of Investments,141.21M,155.5M,69.2M,308.98M,267.34M
Other Uses,(305.48M),-,-,-,-
Other Sources,230.96M,-,694.99M,-,233.08M
Net Investing Cash Flow,(289.9M),62.62M,(219.55M),(117.88M),(257.67M)
Net Investing Cash Flow Growth,-,121.60%,-450.60%,46.31%,-118.59%
Net Investing Cash Flow / Sales,-66.94%,11.06%,-29.76%,-14.01%,-24.41%
