Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.01B,918.4M,853.6M,814.8M,1.5B
Net Income Growth,-,-9.09%,-7.06%,-4.55%,83.89%
"Depreciation, Depletion & Amortization",254.8M,299.2M,371.6M,364.3M,436.7M
Depreciation and Depletion,227.2M,272.5M,314.9M,318.3M,332.2M
Amortization of Intangible Assets,27.6M,26.7M,56.7M,46M,104.5M
Deferred Taxes & Investment Tax Credit,2.2M,27.3M,(6.1M),(13.4M),(59.5M)
Deferred Taxes,2.2M,27.3M,(6.1M),(13.4M),(59.5M)
Investment Tax Credit,-,-,-,-,-
Other Funds,63M,95.2M,93.8M,172.2M,200.3M
Funds from Operations,1.33B,1.34B,1.31B,1.34B,2.08B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,141.1M,(79.5M),54.5M,(133.4M),(303.8M)
Receivables,(37.1M),(193.8M),190.5M,71.7M,(397.7M)
Accounts Payable,147.8M,(126M),(33M),61.1M,59.6M
Other Assets/Liabilities,99.6M,228.4M,16.6M,(75.8M),75.5M
Net Operating Cash Flow,1.47B,1.26B,1.37B,1.2B,1.77B
Net Operating Cash Flow Growth,-,-14.32%,8.47%,-11.91%,47.11%
Net Operating Cash Flow / Sales,40.29%,32.59%,40.49%,35.89%,34.68%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(315.4M),(430.9M),(423.4M),(398.5M),(652.1M)
Capital Expenditures Growth,-,-36.62%,1.74%,5.88%,-63.64%
Capital Expenditures / Sales,-8.64%,-11.14%,-12.54%,-11.88%,-12.76%
Capital Expenditures (Fixed Assets),(303.3M),(422.3M),(398.4M),(389.4M),(637.8M)
Capital Expenditures (Other Assets),(12.1M),(8.6M),(25M),(9.1M),(14.3M)
Net Assets from Acquisitions,(13.7M),(404M),-,-,(2.75B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,3.2M,(315.5M),86.5M,(182.9M),269.9M
Purchase of Investments,-,(683.7M),(360.5M),(790.5M),(500.8M)
Sale/Maturity of Investments,3.2M,368.2M,447M,607.6M,770.7M
Other Uses,-,-,-,-,-
Other Sources,40.8M,-,-,-,-
Net Investing Cash Flow,(325.9M),(1.15B),(336.9M),(581.4M),(3.13B)
Net Investing Cash Flow Growth,-,-252.99%,70.71%,-72.57%,-438.91%
Net Investing Cash Flow / Sales,-8.93%,-29.74%,-9.98%,-17.33%,-61.33%
