Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,423.85M,486.9M,493.02M,616.11M,501.87M
Net Income Growth,-,14.88%,1.26%,24.97%,-18.54%
"Depreciation, Depletion & Amortization",238.18M,238.37M,250.08M,259.93M,283.8M
Depreciation and Depletion,197.48M,206.67M,218.48M,228.83M,252.8M
Amortization of Intangible Assets,40.7M,31.7M,31.6M,31.1M,31M
Deferred Taxes & Investment Tax Credit,15.96M,23.15M,8.14M,68.2M,6.34M
Deferred Taxes,15.96M,23.15M,8.14M,68.2M,6.34M
Investment Tax Credit,-,-,-,-,-
Other Funds,45.91M,56.55M,99.49M,64.03M,64.55M
Funds from Operations,723.9M,804.96M,850.73M,1.01B,856.56M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,87.13M,61.95M,118.96M,103.99M,(134.34M)
Receivables,(21.47M),(62.84M),(59.01M),(32.65M),81.25M
Accounts Payable,285.49M,245.79M,216.49M,281.06M,212.57M
Other Assets/Liabilities,(64.71M),14.42M,(15.57M),(134.14M),9.73M
Net Operating Cash Flow,811.03M,866.91M,969.69M,1.11B,722.22M
Net Operating Cash Flow Growth,-,6.89%,11.86%,14.70%,-35.07%
Net Operating Cash Flow / Sales,8.47%,8.93%,9.59%,10.11%,6.47%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(193.72M),(471.65M),(267.81M),(289.64M),(425.96M)
Capital Expenditures Growth,-,-143.48%,43.22%,-8.15%,-47.07%
Capital Expenditures / Sales,-2.02%,-4.86%,-2.65%,-2.63%,-3.82%
Capital Expenditures (Fixed Assets),(193.72M),(270.13M),(267.58M),(289.64M),(424.06M)
Capital Expenditures (Other Assets),-,(201.52M),(230K),-,(1.9M)
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,1.89M,8.71M,909K,2.33M,1.51M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,817K,-,-,-,1.47M
Net Investing Cash Flow,(191.83M),(462.94M),(266.9M),(287.31M),(424.45M)
Net Investing Cash Flow Growth,-,-141.33%,42.35%,-7.65%,-47.73%
Net Investing Cash Flow / Sales,-2.00%,-4.77%,-2.64%,-2.61%,-3.81%
