Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,30.55B,16.04B,19.79B,18.35B,22.62B
Net Income Growth,-,-47.50%,23.37%,-7.28%,23.27%
"Depreciation, Depletion & Amortization",16.95B,17.4B,16.68B,16.72B,16.21B
Depreciation and Depletion,14.74B,15.19B,14.37B,14.28B,14.12B
Amortization of Intangible Assets,2.21B,2.22B,2.31B,2.45B,2.09B
Deferred Taxes & Investment Tax Credit,(14.46B),389M,1.23B,1.55B,4.26B
Deferred Taxes,(14.46B),389M,1.23B,1.55B,4.26B
Investment Tax Credit,-,-,-,-,-
Other Funds,(2.79B),1.69B,1.66B,2.31B,(2.57B)
Funds from Operations,30.25B,35.52B,39.36B,38.93B,40.52B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(4.95B),(1.18B),(3.61B),2.84B,(983M)
Receivables,(5.44B),(2.67B),(1.47B),189M,(1.59B)
Accounts Payable,(335M),1.78B,(2.36B),(966M),1.46B
Other Assets/Liabilities,656M,37M,292M,3.98B,57M
Net Operating Cash Flow,25.31B,34.34B,35.75B,41.77B,39.54B
Net Operating Cash Flow Growth,-,35.70%,4.10%,16.85%,-5.34%
Net Operating Cash Flow / Sales,20.08%,26.24%,27.11%,32.56%,29.59%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(17.83B),(18.09B),(18.84B),(20.32B),(67.88B)
Capital Expenditures Growth,-,-1.44%,-4.15%,-7.86%,-234.10%
Capital Expenditures / Sales,-14.15%,-13.82%,-14.28%,-15.84%,-50.80%
Capital Expenditures (Fixed Assets),(17.25B),(16.66B),(17.94B),(18.19B),(20.29B)
Capital Expenditures (Other Assets),(583M),(1.43B),(898M),(2.13B),(47.6B)
Net Assets from Acquisitions,(5.93B),(230M),(29M),(520M),(4.07B)
Sale of Fixed Assets & Businesses,3.61B,-,28M,-,4.12B
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,(2.67B),-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(19.37B),(17.93B),(17.58B),(23.51B),(67.15B)
Net Investing Cash Flow Growth,-,7.42%,1.97%,-33.74%,-185.61%
Net Investing Cash Flow / Sales,-15.37%,-13.70%,-13.33%,-18.33%,-50.26%
