Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,64.69M,575.67M,681.81M,504.45M,307.5M
Net Income Growth,-,789.90%,18.44%,-26.01%,-39.04%
"Depreciation, Depletion & Amortization",151.97M,180.04M,234.3M,207.95M,347.02M
Depreciation and Depletion,87.14M,78.98M,122.24M,114.83M,112.72M
Amortization of Intangible Assets,64.84M,101.06M,112.06M,93.12M,234.3M
Deferred Taxes & Investment Tax Credit,94.16M,(13.16M),(244.93M),(3.97M),(160.85M)
Deferred Taxes,94.16M,(13.16M),(244.93M),(3.97M),(160.85M)
Investment Tax Credit,-,-,-,-,-
Other Funds,126.97M,262.54M,302.37M,316.13M,394.36M
Funds from Operations,437.79M,1.01B,973.55M,1.02B,888.03M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,470.49M,30.25M,(190.48M),(88.75M),(216.38M)
Receivables,(33.9M),18.7M,(38.99M),(151.83M),(24.18M)
Accounts Payable,(7.24M),6.8M,8.99M,7.53M,64.22M
Other Assets/Liabilities,160.5M,33.01M,(115.66M),(50.18M),(56.37M)
Net Operating Cash Flow,908.28M,1.04B,783.07M,935.81M,671.65M
Net Operating Cash Flow Growth,-,13.99%,-24.37%,19.51%,-28.23%
Net Operating Cash Flow / Sales,32.15%,34.81%,26.01%,28.91%,20.88%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(88.28M),(72.56M),(66.95M),(50.02M),(95.56M)
Capital Expenditures Growth,-,17.80%,7.73%,25.29%,-91.05%
Capital Expenditures / Sales,-3.13%,-2.44%,-2.22%,-1.55%,-2.97%
Capital Expenditures (Fixed Assets),(80.9M),(69.35M),(63.45M),(41.44M),(83.43M)
Capital Expenditures (Other Assets),(7.38M),(3.21M),(3.5M),(8.58M),(12.13M)
Net Assets from Acquisitions,(60.45M),(248.93M),-,-,(2.02B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,86.38M,456.88M,1.1B,(79.3M),110.55M
Purchase of Investments,(1.16B),(466.69M),(20M),(513.61M),(23.72M)
Sale/Maturity of Investments,1.24B,923.56M,1.12B,434.3M,134.27M
Other Uses,(3.89M),(3.2M),-,(8.98M),-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(63.92M),132.18M,1.04B,(138.31M),(2B)
Net Investing Cash Flow Growth,-,306.79%,683.59%,-113.35%,"-1,345.73%"
Net Investing Cash Flow / Sales,-2.26%,4.44%,34.40%,-4.27%,-62.15%
