Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,4B,600M,(2.92B),6.52B,5.92B
Net Income Growth,-,-85.00%,-587.17%,322.89%,-9.18%
"Depreciation, Depletion & Amortization",2.17B,2.07B,1.37B,1.11B,1.14B
Depreciation and Depletion,1.13B,1.02B,677M,546M,545M
Amortization of Intangible Assets,1.04B,1.05B,696M,566M,590M
Deferred Taxes & Investment Tax Credit,(366M),(768M),(692M),(323M),(214M)
Deferred Taxes,(366M),(768M),(692M),(323M),(214M)
Investment Tax Credit,-,-,-,-,-
Other Funds,4.34B,3.49B,5.17B,(4.57B),(4.88B)
Funds from Operations,10.14B,5.39B,2.93B,2.73B,1.96B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(5.36B),(3.98B),1.17B,(450M),(1.37B)
Receivables,(1.61B),(2.23B),308M,(255M),(191M)
Accounts Payable,201M,(1.05B),177M,317M,(131M)
Other Assets/Liabilities,(2.45B),(1.09B),113M,25M,(476M)
Net Operating Cash Flow,4.79B,1.41B,4.1B,2.28B,588M
Net Operating Cash Flow Growth,-,-70.56%,190.63%,-44.30%,-74.22%
Net Operating Cash Flow / Sales,21.18%,6.55%,28.56%,18.15%,4.52%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(3.86B),(2.47B),(1.19B),(891M),(743M)
Capital Expenditures Growth,-,36.01%,51.70%,25.38%,16.61%
Capital Expenditures / Sales,-17.10%,-11.49%,-8.33%,-7.09%,-5.71%
Capital Expenditures (Fixed Assets),(3.86B),(2.47B),(1.19B),(891M),(743M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(20M),(180M),(70M),(2.35B),5M
Sale of Fixed Assets & Businesses,202M,299M,1.03B,797M,10.95B
Purchase/Sale of Investments,479M,20M,-,-,(1.3B)
Purchase of Investments,(2.93B),(222M),(1M),(2B),(1.32B)
Sale/Maturity of Investments,3.41B,242M,1M,2B,15M
Other Uses,-,-,-,-,-
Other Sources,6M,-,-,-,-
Net Investing Cash Flow,(2.52B),(2.31B),(202M),(2.4B),8.92B
Net Investing Cash Flow Growth,-,8.10%,91.27%,"-1,088.61%",471.64%
Net Investing Cash Flow / Sales,-11.14%,-10.75%,-1.41%,-19.11%,68.55%
