Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,91.64M,2.11B,1.18B,2.71B,2.34B
Net Income Growth,-,"2,197.91%",-44.11%,130.42%,-13.63%
"Depreciation, Depletion & Amortization",61.4M,72.42M,106.94M,109.52M,125.6M
Depreciation and Depletion,61.4M,72.42M,106.94M,109.52M,125.6M
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(120.51M),(1.51B),167.39M,277.34M,(154.6M)
Deferred Taxes,(120.51M),(1.51B),167.39M,277.34M,(154.6M)
Investment Tax Credit,-,-,-,-,-
Other Funds,797.16M,366.48M,184.29M,209.46M,435.6M
Funds from Operations,829.68M,1.03B,1.64B,3.31B,2.75B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,15.26M,238.02M,(66.1M),(54.45M),(105.2M)
Receivables,(71.76M),(108.15M),(225.59M),(223.44M),(274.7M)
Accounts Payable,8.75M,36.55M,(22.79M),51.28M,31.9M
Other Assets/Liabilities,(122.96M),16.68M,73.44M,127.53M,(75M)
Net Operating Cash Flow,844.94M,1.27B,1.57B,3.25B,2.64B
Net Operating Cash Flow Growth,-,50.34%,23.54%,107.32%,-18.75%
Net Operating Cash Flow / Sales,33.95%,41.66%,38.00%,52.40%,34.76%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(259.42M),(95.52M),(75.45M),(259.8M),(235M)
Capital Expenditures Growth,-,63.18%,21.01%,-244.33%,9.55%
Capital Expenditures / Sales,-10.42%,-3.13%,-1.83%,-4.18%,-3.09%
Capital Expenditures (Fixed Assets),(99.42M),(95.52M),(75.45M),(259.8M),(235M)
Capital Expenditures (Other Assets),(160M),-,-,-,-
Net Assets from Acquisitions,-,-,(1.15B),-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(163.37M),(83.81M),(5.66M),359.19M,(105.9M)
Purchase of Investments,(532.58M),(515.39M),(576.52M),(450.72M),(605.2M)
Sale/Maturity of Investments,369.21M,431.58M,570.86M,809.91M,499.3M
Other Uses,-,(15M),-,-,-
Other Sources,12.5M,7.5M,12.5M,-,5.7M
Net Investing Cash Flow,(422.35M),(194.26M),(1.24B),99.39M,(340.9M)
Net Investing Cash Flow Growth,-,54.00%,-535.90%,108.05%,-443.00%
Net Investing Cash Flow / Sales,-16.97%,-6.37%,-29.91%,1.60%,-4.48%
