Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,2.77B,2.16B,2.01B,1.7B,3.58B
Net Income Growth,-,-22.17%,-6.91%,-15.10%,110.45%
"Depreciation, Depletion & Amortization",357M,335M,336M,338M,380M
Depreciation and Depletion,221M,219M,234M,238M,256M
Amortization of Intangible Assets,136M,116M,102M,100M,124M
Deferred Taxes & Investment Tax Credit,133M,(122M),97M,(74M),(124M)
Deferred Taxes,133M,(122M),97M,(74M),(124M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(832M),82M,(1.01B),(155M),(2.04B)
Funds from Operations,2.43B,2.45B,1.43B,1.81B,1.8B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(372M),(448M),265M,425M,(61M)
Receivables,(278M),(106M),40M,(144M),(196M)
Accounts Payable,88M,(311M),237M,829M,61M
Other Assets/Liabilities,(31M),(29M),228M,148M,408M
Net Operating Cash Flow,2.06B,2B,1.69B,2.24B,1.74B
Net Operating Cash Flow Growth,-,-2.58%,-15.48%,32.21%,-22.08%
Net Operating Cash Flow / Sales,10.86%,10.76%,9.69%,10.85%,8.54%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(263M),(243M),(312M),(344M),(353M)
Capital Expenditures Growth,-,7.60%,-28.40%,-10.26%,-2.62%
Capital Expenditures / Sales,-1.39%,-1.31%,-1.79%,-1.67%,-1.73%
Capital Expenditures (Fixed Assets),(263M),(243M),(312M),(344M),(353M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(310M),-,-,(366M),(506M)
Sale of Fixed Assets & Businesses,1.03B,6M,-,-,2.9B
Purchase/Sale of Investments,-,-,1.38B,7M,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,1.38B,7M,-
Other Uses,(44M),-,(1M),-,(298M)
Other Sources,-,21M,14M,-,-
Net Investing Cash Flow,415M,(213M),1.11B,(692M),1.75B
Net Investing Cash Flow Growth,-,-151.33%,619.25%,-162.57%,352.17%
Net Investing Cash Flow / Sales,2.19%,-1.14%,6.34%,-3.36%,8.55%
