Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,6.7B,10.3B,12.08B,10.87B,36.93B
Net Income Growth,-,53.77%,17.27%,-10.05%,239.90%
"Depreciation, Depletion & Amortization",556M,613M,656M,767M,804M
Depreciation and Depletion,500M,558M,596M,687M,721M
Amortization of Intangible Assets,56M,55M,60M,80M,83M
Deferred Taxes & Investment Tax Credit,1.7B,(1.28B),214M,307M,873M
Deferred Taxes,1.7B,(1.28B),214M,307M,873M
Investment Tax Credit,-,-,-,-,-
Other Funds,4.83B,5.73B,6.14B,6.9B,(16.68B)
Funds from Operations,13.79B,15.37B,19.09B,18.84B,21.93B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(4.58B),(2.66B),(6.3B),(8.4B),(6.7B)
Receivables,40M,(293M),(1.87B),1.82B,(811M)
Accounts Payable,(30M),3M,(24M),21M,88M
Other Assets/Liabilities,(5.06B),(4.13B),(5.04B),(11.16B),(6.91B)
Net Operating Cash Flow,9.21B,12.71B,12.78B,10.44B,15.23B
Net Operating Cash Flow Growth,-,38.06%,0.56%,-18.34%,45.85%
Net Operating Cash Flow / Sales,50.16%,61.69%,55.64%,47.79%,63.17%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(707M),(718M),(756M),(736M),(705M)
Capital Expenditures Growth,-,-1.56%,-5.29%,2.65%,4.21%
Capital Expenditures / Sales,-3.85%,-3.48%,-3.29%,-3.37%,-2.92%
Capital Expenditures (Fixed Assets),(707M),(718M),(756M),(736M),(705M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(302M),(196M),(699M),(77M),(75M)
Sale of Fixed Assets & Businesses,12M,14M,-,-,-
Purchase/Sale of Investments,1.73B,(2.18B),854M,2.17B,519M
Purchase of Investments,(3.28B),(5.82B),(3.15B),(2.34B),(5.18B)
Sale/Maturity of Investments,5.02B,3.64B,4.01B,4.51B,5.7B
Other Uses,-,-,-,-,-
Other Sources,-,150M,-,-,-
Net Investing Cash Flow,735M,(3.08B),(591M),1.43B,(152M)
Net Investing Cash Flow Growth,-,-519.59%,80.84%,341.46%,-110.65%
Net Investing Cash Flow / Sales,4.00%,-14.96%,-2.57%,6.53%,-0.63%
