Item,2018,2019,2020,2021,2022
Funds from Operations,867.9M,1.03B,1.28B,1.5B,1.57B
Funds from Operations Growth,-,19.15%,23.90%,17.44%,4.53%
Changes in Working Capital,(102.8M),85.1M,471.3M,199.5M,552.7M
Receivables,(783.1M),(434.7M),(796.5M),132.9M,(4.79B)
Inventories,-,-,-,-,-
Accounts Payable,819.7M,461.6M,1.15B,35.5M,5.08B
Other Assets/Liabilities,(138.3M),(54.3M),(30M),(67.4M),(7.4M)
Net Operating Cash Flow,765.1M,1.12B,1.75B,1.7B,2.13B
Net Operating Cash Flow Growth,-,46.28%,56.59%,-2.76%,24.72%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(124.4M),(138.8M),(99.3M),(128.6M),(182.7M)
Capital Expenditures Growth,-,-11.58%,28.46%,-29.51%,-42.07%
Capital Expenditures (Fixed Assets),(124.4M),(138.8M),(99.3M),(128.6M),(182.7M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(784.8M),(1.27B),(324.3M),(3.25B),(764.9M)
Sale of Fixed Assets & Businesses,14.5M,81M,8.2M,15.7M,11M
Purchase/Sale of Investments,(69.8M),(127.4M),(85.8M),(40.2M),(2.6M)
Purchase of Investments,(69.8M),(127.4M),(85.8M),(40.2M),(3.6M)
Sale/Maturity of Investments,-,-,-,-,1M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(964.5M),(1.45B),(501.2M),(3.47B),(1.01B)
