Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,259M,1.37B,(3.69B),612M,(932M)
Net Income Growth,-,427.03%,-370.55%,116.57%,-252.29%
"Depreciation, Depletion & Amortization",1.03B,1B,913M,783M,692M
Depreciation and Depletion,458M,469M,401M,355M,381M
Amortization of Intangible Assets,574M,531M,512M,428M,311M
Deferred Taxes & Investment Tax Credit,(1.01B),(83M),(961M),496M,7M
Deferred Taxes,(1.01B),(83M),(961M),496M,7M
Investment Tax Credit,-,-,-,-,-
Other Funds,1.62B,(315M),(360M),249M,2.23B
Funds from Operations,1.9B,1.97B,(4.1B),2.14B,2B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,870M,755M,6.06B,289M,1.12B
Receivables,(871M),(751M),82M,(904M),(1.53B)
Accounts Payable,2.57B,1.86B,(162M),2.33B,3.43B
Other Assets/Liabilities,378M,193M,6.55B,452M,293M
Net Operating Cash Flow,2.77B,2.72B,1.96B,2.43B,3.12B
Net Operating Cash Flow Growth,-,-1.66%,-27.99%,23.93%,28.53%
Net Operating Cash Flow / Sales,2.02%,1.87%,1.28%,1.49%,1.72%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(384M),(328M),(375M),(400M),(387M)
Capital Expenditures Growth,-,14.58%,-14.33%,-6.67%,3.25%
Capital Expenditures / Sales,-0.28%,-0.23%,-0.25%,-0.25%,-0.21%
Capital Expenditures (Fixed Assets),(384M),(328M),(375M),(400M),(387M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(6.25B),(82M),-,(3M),(22M)
Sale of Fixed Assets & Businesses,862M,763M,2M,-,954M
Purchase/Sale of Investments,56M,(15M),866M,25M,(49M)
Purchase of Investments,(9M),(18M),(20M),(22M),(78M)
Sale/Maturity of Investments,65M,3M,886M,47M,29M
Other Uses,-,-,-,-,-
Other Sources,-,-,120M,26M,-
Net Investing Cash Flow,(5.71B),338M,493M,(378M),567M
Net Investing Cash Flow Growth,-,105.92%,45.86%,-176.67%,250.00%
Net Investing Cash Flow / Sales,-4.18%,0.23%,0.32%,-0.23%,0.31%
