Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,1.46B,1.76B,1.89B,2.1B,2.26B
Net Income Growth,-,20.91%,7.20%,11.26%,7.48%
"Depreciation, Depletion & Amortization",970.7M,1.08B,1.19B,1.32B,1.34B
Depreciation and Depletion,940.7M,1.05B,1.15B,1.28B,1.3B
Amortization of Intangible Assets,30M,33.1M,34.5M,37.2M,35.5M
Deferred Taxes & Investment Tax Credit,(55.4M),57.6M,165M,94M,32.3M
Deferred Taxes,(55.4M),57.6M,165M,94M,32.3M
Investment Tax Credit,-,-,-,-,-
Other Funds,449.2M,94.8M,68.1M,(195.9M),(340.2M)
Funds from Operations,2.82B,3B,3.3B,3.32B,3.29B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(265.4M),(25.3M),(40.1M),16.7M,(115.8M)
Receivables,85.5M,10.8M,127.6M,(55M),(477M)
Accounts Payable,(277.7M),(41.8M),(31.9M),187.9M,532.5M
Other Assets/Liabilities,(9M),8.7M,(130.6M),(69M),(77M)
Net Operating Cash Flow,2.55B,2.97B,3.26B,3.34B,3.17B
Net Operating Cash Flow Growth,-,16.25%,9.93%,2.16%,-4.94%
Net Operating Cash Flow / Sales,28.61%,33.30%,36.86%,32.31%,24.97%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(1.57B),(1.99B),(2.51B),(2.46B),(2.93B)
Capital Expenditures Growth,-,-26.86%,-26.10%,1.79%,-18.76%
Capital Expenditures / Sales,-17.56%,-22.31%,-28.33%,-23.87%,-23.04%
Capital Expenditures (Fixed Assets),(1.57B),(1.99B),(2.51B),(2.46B),(2.93B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(345.4M),(123.2M),(183.3M),(10.5M),(65.1M)
Sale of Fixed Assets & Businesses,48.8M,11.1M,80.3M,37.5M,67.2M
Purchase/Sale of Investments,217.9M,2.7M,(951.9M),(301.5M),(918.8M)
Purchase of Investments,(530.3M),(187.8M),(2.89B),(2.18B),(3.3B)
Sale/Maturity of Investments,748.2M,190.5M,1.94B,1.88B,2.38B
Other Uses,(2M),(14.3M),-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.64B),(2.11B),(3.56B),(2.73B),(3.78B)
Net Investing Cash Flow Growth,-,-28.61%,-68.45%,23.42%,-38.53%
Net Investing Cash Flow / Sales,-18.40%,-23.70%,-40.20%,-26.41%,-29.74%
