Item,2017,2018,2019,2020,2021
Funds from Operations,11.92B,12.28B,13.17B,17.05B,21.28B
Funds from Operations Growth,-,2.99%,7.21%,29.48%,24.85%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(7.31B),(13.79B),20.18B,(19.59B),8.53B
Net Operating Cash Flow,4.62B,(1.51B),33.34B,(2.54B),29.81B
Net Operating Cash Flow Growth,-,-132.73%,"2,306.49%",-107.62%,"1,273.32%"
Net Operating Cash Flow / Interest Income,51.31%,-10.88%,194.99%,-25.00%,316.80%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.63B),(1.87B),(1.83B),(1.44B),(2.31B)
Capital Expenditures (Fixed Assets),(1.63B),(1.87B),(1.83B),(1.44B),(2.31B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(83M),(130M),-,-,(2.65B)
Sale of Fixed Assets & Businesses,-,-,-,3.81B,-
Purchase/Sale of Investments,(7.05B),5.24B,(7.03B),(39.05B),(20.02B)
Purchase of Investments,(51.55B),(42.06B),(56.25B),(92.86B),(90.66B)
Sale/Maturity of Investments,44.5B,47.31B,49.23B,53.82B,70.64B
Increase in Loans,(12.13B),(8.79B),(17.36B),(17.95B),(36.11B)
Decrease in Loans,-,-,-,-,-
Other Uses,(251M),(298M),(953M),(802M),(832M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(21.14B),(5.85B),(27.17B),(55.43B),(61.91B)
Net Investing Cash Flow Growth,-,72.34%,-364.71%,-104.05%,-11.68%
Net Investing Cash Flow / Interest Income,-234.96%,-42.08%,-158.89%,-545.50%,-657.84%
