Item,2017,2018,2019,2020,2021
Funds from Operations,1.44B,1.59B,1.83B,1.43B,1.59B
Funds from Operations Growth,-,10.39%,15.03%,-21.98%,11.21%
Changes in Working Capital,50.3M,76.59M,(92.49M),(31.82M),(44.56M)
Receivables,-,-,-,-,-
Inventories,-,-,-,-,-
Accounts Payable,-,-,-,-,-
Other Assets/Liabilities,23.49M,5.83M,(63.42M),(54.58M),(122.12M)
Net Operating Cash Flow,1.49B,1.67B,1.74B,1.4B,1.54B
Net Operating Cash Flow Growth,-,11.80%,4.20%,-19.66%,10.55%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(250.28M),(266.18M),(328.82M),(244.99M),(282.59M)
Capital Expenditures Growth,-,-6.36%,-23.53%,25.50%,-15.35%
Capital Expenditures (Fixed Assets),(250.28M),(266.18M),(328.82M),(244.99M),(282.59M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(805.26M),(3.56B),(3.96B),(903.76M),(4.08B)
Sale of Fixed Assets & Businesses,56.56M,39.21M,55.37M,44.02M,156.32M
Purchase/Sale of Investments,1.1B,1.29B,2.05B,3.48B,(424.45M)
Purchase of Investments,(430.82M),(431.04M),(731.1M),(860.03M),(1.84B)
Sale/Maturity of Investments,1.53B,1.72B,2.78B,4.34B,1.41B
Other Uses,-,-,(8.5M),(13.32M),-
Other Sources,52.72M,65.4M,-,-,7.52M
Net Investing Cash Flow,154.34M,(2.43B),(2.19B),2.36B,(4.63B)
