Item,2017,2018,2019,2020,2021
Funds from Operations,1.6B,2.68B,2.29B,2.44B,2.33B
Funds from Operations Growth,-,67.00%,-14.31%,6.28%,-4.35%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,2.19B,2.84B,3.49B,3.87B,4.09B
Net Operating Cash Flow Growth,-,30.05%,22.72%,10.95%,5.73%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(250M),(122M),(105M),(114M),(133M)
Capital Expenditures Growth,-,51.20%,13.93%,-8.57%,-16.67%
Capital Expenditures (Fixed Assets),(250M),(122M),(105M),(114M),(133M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.42B),-,(1.9B),-,-
Sale of Fixed Assets & Businesses,222M,1.12B,-,-,11M
Purchase/Sale of Investments,(12M),(2.95B),(155M),(1.95B),(2.18B)
Purchase of Investments,(33.62B),(29.82B),(22.78B),(24.2B),(27.3B)
Sale/Maturity of Investments,33.61B,26.87B,22.62B,22.25B,25.13B
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,-,(3M),-,(59M),(169M)
Other Sources,38M,537M,13M,-,58M
Net Investing Cash Flow,(1.43B),(1.43B),(2.15B),(2.12B),(2.41B)
Net Investing Cash Flow Growth,-,0.00%,-50.74%,1.12%,-13.37%
