Item,2017,2018,2019,2020,2021
Funds from Operations,1.86B,2.38B,2.7B,2.65B,2.56B
Funds from Operations Growth,-,28.19%,13.27%,-1.77%,-3.32%
Changes in Working Capital,(105.4M),61M,(22.7M),67.8M,(157.4M)
Receivables,6M,(65.5M),60.8M,28.2M,(45.7M)
Inventories,-,-,-,-,-
Accounts Payable,5.1M,32.3M,(54.1M),7.4M,(18.6M)
Other Assets/Liabilities,(120M),(101.2M),(800K),27.5M,27.4M
Net Operating Cash Flow,1.75B,2.44B,2.67B,2.72B,2.4B
Net Operating Cash Flow Growth,-,39.39%,9.51%,1.60%,-11.53%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(81.9M),(116.7M),(245.6M),(197.5M),(127.2M)
Capital Expenditures Growth,-,-42.49%,-110.45%,19.58%,35.59%
Capital Expenditures (Fixed Assets),(81.9M),(116.7M),(245.6M),(197.5M),(127.2M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(5.3M),(1.8B),-,(5.5M),(4.5M)
Sale of Fixed Assets & Businesses,23.6M,20.7M,89.6M,26.3M,140.7M
Purchase/Sale of Investments,243.5M,1.8M,3.4M,1.2M,49.4M
Purchase of Investments,(3M),(10M),(15.4M),(11.1M),(60.7M)
Sale/Maturity of Investments,246.5M,11.8M,18.8M,12.3M,110.1M
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,179.9M,(1.89B),(152.6M),(175.5M),58.4M
