Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,(596M),6.63B,7.19B,7.9B,4.17B
Net Income Growth,-,"1,212.58%",8.46%,9.82%,-47.27%
"Depreciation, Depletion & Amortization",2.72B,4.37B,4.44B,4.51B,4.25B
Depreciation and Depletion,1.7B,1.9B,2.1B,2.25B,2.44B
Amortization of Intangible Assets,1.02B,2.47B,2.34B,2.26B,1.81B
Deferred Taxes & Investment Tax Credit,87M,(654M),(570M),(428M),(2.08B)
Deferred Taxes,87M,(654M),(570M),(428M),(2.08B)
Investment Tax Credit,-,-,-,-,-
Other Funds,6.77B,1B,1.64B,2.34B,2.84B
Funds from Operations,8.98B,11.35B,12.71B,14.32B,9.17B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(112M),1.5B,3.16B,3.95B,7B
Receivables,(1.14B),(2.16B),(1.51B),(2.7B),(2.97B)
Accounts Payable,2.02B,3.87B,2.54B,3.07B,5.51B
Other Assets/Liabilities,162M,862M,3.1B,2.85B,5.9B
Net Operating Cash Flow,8.87B,12.85B,15.87B,18.27B,16.18B
Net Operating Cash Flow Growth,-,44.93%,23.48%,15.13%,-11.43%
Net Operating Cash Flow / Sales,4.56%,5.01%,5.91%,6.26%,5.01%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(2.04B),(2.46B),(2.44B),(2.52B),(2.73B)
Capital Expenditures Growth,-,-20.62%,0.81%,-3.41%,-8.21%
Capital Expenditures / Sales,-1.05%,-0.96%,-0.91%,-0.86%,-0.84%
Capital Expenditures (Fixed Assets),(2.04B),(2.46B),(2.44B),(2.52B),(2.73B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(42.23B),(444M),(866M),(146M),(1.39B)
Sale of Fixed Assets & Businesses,832M,5M,941M,-,-
Purchase/Sale of Investments,125M,(485M),(3.17B),(2.72B),(1.02B)
Purchase of Investments,(692M),(7.53B),(9.64B),(9.96B),(7.75B)
Sale/Maturity of Investments,817M,7.05B,6.47B,7.25B,6.73B
Other Uses,-,-,-,-,-
Other Sources,447M,-,-,155M,-
Net Investing Cash Flow,(43.29B),(3.34B),(5.53B),(5.26B),(5.05B)
Net Investing Cash Flow Growth,-,92.29%,-65.74%,4.93%,4.07%
Net Investing Cash Flow / Sales,-22.25%,-1.30%,-2.06%,-1.80%,-1.56%
