Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.61B,4B,600M,(2.92B),6.52B
Net Income Growth,-,149.22%,-85.00%,-587.17%,322.89%
"Depreciation, Depletion & Amortization",3.97B,2.17B,2.07B,1.37B,1.4B
Depreciation and Depletion,2.96B,1.13B,1.02B,677M,670M
Amortization of Intangible Assets,1.01B,1.04B,1.05B,696M,725M
Deferred Taxes & Investment Tax Credit,(2.08B),(366M),(768M),(692M),(323M)
Deferred Taxes,(2.08B),(366M),(768M),(692M),(323M)
Investment Tax Credit,-,-,-,-,-
Other Funds,3.55B,4.34B,3.49B,5.17B,(4.86B)
Funds from Operations,7.04B,10.14B,5.39B,2.93B,2.73B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(7.8B),(5.36B),(3.98B),1.17B,(450M)
Receivables,(9.78B),(1.61B),(2.23B),308M,(255M)
Accounts Payable,2.63B,201M,(1.05B),177M,317M
Other Assets/Liabilities,1.57B,(2.45B),(1.09B),113M,25M
Net Operating Cash Flow,(765M),4.79B,1.41B,4.1B,2.28B
Net Operating Cash Flow Growth,-,725.62%,-70.56%,190.63%,-44.30%
Net Operating Cash Flow / Sales,-1.22%,21.18%,6.55%,28.56%,13.70%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(3.76B),(3.86B),(2.47B),(1.19B),(891M)
Capital Expenditures Growth,-,-2.82%,36.01%,51.70%,25.38%
Capital Expenditures / Sales,-6.01%,-17.10%,-11.49%,-8.33%,-5.35%
Capital Expenditures (Fixed Assets),(3.76B),(3.86B),(2.47B),(1.19B),(891M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(20M),(180M),(70M),(2.35B)
Sale of Fixed Assets & Businesses,7.01B,202M,299M,1.03B,797M
Purchase/Sale of Investments,1.6B,479M,20M,-,-
Purchase of Investments,(2.57B),(2.93B),(222M),(1M),(2B)
Sale/Maturity of Investments,4.17B,3.41B,242M,1M,2B
Other Uses,(100M),-,-,-,-
Other Sources,-,6M,-,-,-
Net Investing Cash Flow,14.41B,(2.52B),(2.31B),(202M),(2.4B)
Net Investing Cash Flow Growth,-,-117.46%,8.10%,91.27%,"-1,088.61%"
Net Investing Cash Flow / Sales,23.07%,-11.14%,-10.75%,-1.41%,-14.42%
